,promoter_R_sq,num_eig,num_peaks,num_sigpeaks,num_sigpeaks_pt2,eigen0_R_sq,eigen1_R_sq,eigen2_R_sq,eigen3_R_sq,eigen4_R_sq,eigen5_R_sq,eigen6_R_sq,eigen7_R_sq,eigen8_R_sq,eigen9_R_sq,eigen10_R_sq,eigen11_R_sq
RP11-456D7.1,0,0,0.0,0.0,0.0,,,,,,,,,,,,
RNU6-1152P,0,0,0.0,0.0,0.0,,,,,,,,,,,,
AC090627.1,0,0,2.0,0.0,0.0,,,,,,,,,,,,
HOXB2,0.09316600114107132,0,4.0,0.0,0.0,0.08052443581156542,0.016118101085413516,,,,,,,,,,
HOXB3,0,0,8.0,0.0,0.0,0.22195548621830388,0.0023462891098095366,0.0009046596992696044,,,,,,,,,
HOXB6,0,0,5.0,0.0,3.0,0.35935744488585597,0.051537802000661624,0.017944336209861935,7.032798667699437e-06,,,,,,,,
HOXB7,0,0,8.0,0.0,1.0,0.24600089540799958,0.04251497092866361,0.006197923794386918,,,,,,,,,
RP11-357H14.17,0.11200159788131714,0,1.0,0.0,0.0,0.11200155554814695,,,,,,,,,,,
CALCOCO2,0.08350320905447006,0,3.0,0.0,0.0,0.13898237804406963,0.0013625785994606256,,,,,,,,,,
ATP5G1,0.21987523138523102,0,2.0,0.0,1.0,0.21987525294970828,,,,,,,,,,,
RP11-501C14.9,0,0,1.0,0.0,0.0,,,,,,,,,,,,
UBE2Z,0.39864879846572876,1,3.0,1.0,1.0,0.43934947688287085,0.0043425920471202185,0.002771344831980167,,,,,,,,,
SNF8,0.07694996148347855,0,1.0,0.0,0.0,0.07694996414171795,,,,,,,,,,,
GNGT2,0.00015234656166285276,0,6.0,0.0,0.0,0.054075476550780655,,,,,,,,,,,
ABI3,0.00384064600802958,0,5.0,0.0,0.0,,,,,,,,,,,,
ZNF652,0,0,7.0,0.0,0.0,0.18432280872501947,0.06108659275626561,0.03781022978112555,0.020012253109800586,,,,,,,,
RNU7-135P,0,0,4.0,0.0,0.0,0.14756455372411473,0.04673333303447855,0.0306088715056538,,,,,,,,,
PHB,0.054331496357917786,0,1.0,0.0,0.0,0.05433148659507239,,,,,,,,,,,
SPOP,0,0,4.0,0.0,0.0,0.22615481535656967,0.046159930350455215,0.006670510172759283,,,,,,,,,
SLC35B1,0.17103639245033264,1,4.0,0.0,0.0,0.27292604185691993,0.011565218847160908,9.152301021517748e-05,,,,,,,,,
FAM117A,0.0331265851855278,0,2.0,0.0,0.0,0.13122575277231213,,,,,,,,,,,
KAT7,0,0,5.0,0.0,0.0,0.11944232464592754,0.014960553849440106,,,,,,,,,,
PDK2,0.01068754680454731,0,2.0,0.0,0.0,,,,,,,,,,,,
PPP1R9B,0.07748537510633469,0,5.0,0.0,0.0,0.11746711142083718,0.004936749390700673,0.0020904609738641644,,,,,,,,,
XYLT2,0.11688639223575592,0,2.0,0.0,0.0,0.11688644598091627,,,,,,,,,,,
MRPL27,0,0,3.0,0.0,0.0,0.16255153708852263,,,,,,,,,,,
LRRC59,0,0,3.0,0.0,0.0,,,,,,,,,,,,
ACSF2,0,0,4.0,0.0,0.0,0.19708635082432546,0.00024180071832905663,,,,,,,,,,
RSAD1,0.09795713424682617,0,2.0,0.0,0.0,0.09795709114449032,,,,,,,,,,,
ANKRD40,0.013248955830931664,0,3.0,0.0,0.0,0.18313271630949354,0.008146104418110455,,,,,,,,,,
LUC7L3,0.21348179876804352,1,3.0,1.0,1.0,0.2134818365533015,,,,,,,,,,,
TOB1,0,1,4.0,2.0,2.0,0.3074469775751055,0.1252941769669933,0.12326962464490819,0.03530641892676004,,,,,,,,
SPAG9,0.0448206327855587,0,3.0,0.0,0.0,0.08034707265374826,,,,,,,,,,,
NME1,0.1089998334646225,0,3.0,0.0,0.0,0.18960896576904382,0.0034441528697022284,,,,,,,,,,
UTP18,0,0,1.0,0.0,0.0,,,,,,,,,,,,
COX11,0,1,1.0,1.0,1.0,0.3742367936761575,,,,,,,,,,,
STXBP4,0.0005177206476218998,0,2.0,0.0,0.0,,,,,,,,,,,,
MMD,0,0,1.0,0.0,0.0,,,,,,,,,,,,
PCTP,0.02553689107298851,0,1.0,0.0,0.0,,,,,,,,,,,,
C17orf67,0,0,3.0,0.0,0.0,,,,,,,,,,,,
DGKE,0.004180673509836197,0,3.0,0.0,0.0,,,,,,,,,,,,
TRIM25,0.00874435156583786,1,3.0,1.0,1.0,0.3987479631491486,0.051985759411624685,,,,,,,,,,
COIL,0.13180169463157654,0,2.0,0.0,0.0,0.13180168737454417,,,,,,,,,,,
SCPEP1,0,0,3.0,0.0,0.0,0.14846173213605418,,,,,,,,,,,
AKAP1,0,0,2.0,0.0,0.0,,,,,,,,,,,,
MSI2,0.05949471890926361,2,12.0,1.0,3.0,0.29104403931351935,0.2664332360559887,0.1561851270255494,0.03677716059404996,0.027277178003312797,0.0031218527116297135,0.0016865821121292382,5.4886669374259046e-06,4.2732636528539383e-07,,,
MRPS23,0.029239101335406303,0,1.0,0.0,0.0,,,,,,,,,,,,
VEZF1,0.05724707990884781,1,2.0,0.0,0.0,0.2653446949202547,2.6407972841820427e-06,,,,,,,,,,
SRSF1,0.00221206434071064,0,1.0,0.0,0.0,,,,,,,,,,,,
MKS1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
BZRAP1-AS1,0.23871354758739471,1,7.0,1.0,4.0,0.39884482775534086,0.13761860695300582,0.0032825055756918295,0.0023986814336573506,,,,,,,,
MIR142,0.3580794930458069,1,5.0,1.0,2.0,0.3770647291335625,0.01657931504718528,0.014770208816828665,0.00023683926581709568,,,,,,,,
SUPT4H1,6.477123861259315e-06,0,1.0,0.0,0.0,,,,,,,,,,,,
MTMR4,0.09335146844387054,0,2.0,0.0,0.0,0.12557122998326156,0.0028583552453410746,,,,,,,,,,
RNU1-60P,0,1,2.0,1.0,1.0,0.2824040047390069,0.09427137903342352,,,,,,,,,,
RAD51C,0,0,2.0,0.0,0.0,,,,,,,,,,,,
TRIM37,0.020103449001908302,0,2.0,0.0,0.0,0.05900112536264995,,,,,,,,,,,
SKA2,0,1,2.0,1.0,1.0,0.2115661543019392,,,,,,,,,,,
SMG8,0.08437211066484451,0,2.0,0.0,0.0,0.11900954947032018,0.0003113215754471463,,,,,,,,,,
GDPD1,0.05626654997467995,0,2.0,0.0,0.0,0.056266537579913505,,,,,,,,,,,
YPEL2,0,1,3.0,3.0,3.0,0.4738933571880839,0.005063259913070136,0.0030923218695420654,,,,,,,,,
DHX40,0,0,1.0,0.0,1.0,0.20241961957198587,,,,,,,,,,,
CLTC,0.02068212255835533,0,2.0,0.0,0.0,,,,,,,,,,,,
PTRH2,0.314236581325531,1,2.0,1.0,1.0,0.31423672587238344,,,,,,,,,,,
VMP1,0.0974518358707428,0,9.0,1.0,1.0,0.16242397223015598,0.12281121823760574,0.1073122762090288,0.06711134887657214,0.00828354512958714,,,,,,,
TUBD1,0,0,1.0,0.0,0.0,0.1484911500089318,,,,,,,,,,,
RPS6KB1,0.07522480189800262,1,3.0,0.0,0.0,0.29538540728517954,0.053366991470962646,0.04730702626154886,,,,,,,,,
RNFT1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
HEATR6,0,0,1.0,0.0,0.0,,,,,,,,,,,,
USP32,0,0,1.0,0.0,0.0,0.06852574880816342,,,,,,,,,,,
APPBP2,0.035869088023900986,0,1.0,0.0,0.0,,,,,,,,,,,,
RP11-15E18.5,0,0,0.0,0.0,0.0,,,,,,,,,,,,
PPM1D,0.1282823532819748,0,1.0,0.0,0.0,0.12828233205630335,,,,,,,,,,,
BCAS3,0.18480387330055237,0,3.0,0.0,0.0,0.1848038760267718,,,,,,,,,,,
INTS2,0.006124577950686216,0,1.0,0.0,0.0,,,,,,,,,,,,
MED13,0.0019072946161031723,0,1.0,0.0,0.0,,,,,,,,,,,,
METTL2A,0.021485302597284317,0,1.0,0.0,0.0,,,,,,,,,,,,
TLK2,0.07256508618593216,0,2.0,0.0,0.0,0.0725650724304264,,,,,,,,,,,
DCAF7,0.08108115941286087,0,2.0,0.0,0.0,0.2144751626865301,0.004644829335023608,,,,,,,,,,
TACO1,0,0,3.0,0.0,0.0,,,,,,,,,,,,
MAP3K3,0.11858097463846207,0,5.0,0.0,1.0,0.29521016592344795,0.03301771154174276,0.003740266147801552,0.0005324854238950444,3.2551112781322124e-05,,,,,,,
LIMD2,0.004378376994282007,0,4.0,0.0,0.0,,,,,,,,,,,,
STRADA,0.1652374118566513,0,2.0,0.0,0.0,0.16523740131371176,,,,,,,,,,,
CCDC47,0,0,2.0,0.0,0.0,0.16645459120926753,0.0005677361540589397,,,,,,,,,,
DDX42,0.025728873908519745,0,2.0,0.0,0.0,,,,,,,,,,,,
FTSJ3,0.03497352823615074,0,3.0,0.0,1.0,0.21381965028731623,,,,,,,,,,,
PSMC5,0,0,2.0,0.0,0.0,,,,,,,,,,,,
CD79B,0,1,4.0,0.0,0.0,0.258187911167488,0.015468452129883436,,,,,,,,,,
ICAM2,0,0,3.0,0.0,0.0,,,,,,,,,,,,
ERN1,0.0009583592764101923,0,2.0,0.0,0.0,,,,,,,,,,,,
SNORA76-1,0.004319214262068272,0,2.0,0.0,0.0,0.060869062864688545,,,,,,,,,,,
SNORD104,0,0,2.0,0.0,0.0,,,,,,,,,,,,
TEX2,0,0,1.0,0.0,0.0,,,,,,,,,,,,
POLG2,0.014878340065479279,0,2.0,0.0,0.0,,,,,,,,,,,,
DDX5,0.030188217759132385,0,1.0,0.0,0.0,,,,,,,,,,,,
CEP95,0,0,2.0,0.0,0.0,,,,,,,,,,,,
SMURF2,0.06907297670841217,1,3.0,2.0,2.0,0.5078191857373191,0.06299694854400928,0.030318878889141133,,,,,,,,,
RP13-104F24.3,0,0,2.0,0.0,0.0,,,,,,,,,,,,
PLEKHM1P,0.18856091797351837,0,1.0,0.0,0.0,0.1885608865270787,,,,,,,,,,,
RNU7-115P,0,0,1.0,0.0,0.0,,,,,,,,,,,,
AMZ2P1,0.3584478199481964,1,4.0,1.0,1.0,0.43877707867917254,0.047405649788539825,,,,,,,,,,
GNA13,0.005679262336343527,0,2.0,0.0,0.0,0.0984845471521347,,,,,,,,,,,
RP11-160O5.1,0.08553091436624527,0,2.0,0.0,0.0,0.08553092854298616,,,,,,,,,,,
RGS9,0.06703022122383118,0,8.0,0.0,0.0,0.1709541830444845,0.08350499303609807,0.07017361247534258,0.009195668746428841,,,,,,,,
PRKCA,0.04920966923236847,0,14.0,0.0,0.0,0.17869486505693072,0.0692278659388634,0.020624282439744086,0.008903375635220244,,,,,,,,
HELZ,0.010413013398647308,0,4.0,0.0,0.0,0.13246812443112727,,,,,,,,,,,
RP11-401F2.3,0,1,2.0,1.0,1.0,0.4177282006258682,,,,,,,,,,,
PSMD12,0,0,3.0,0.0,0.0,,,,,,,,,,,,
PITPNC1,0.12726731598377228,1,10.0,1.0,1.0,0.43658081706737617,0.06621346855275384,0.05751072878615176,0.025844366015793284,0.006172586195965638,5.507757086747231e-05,,,,,,
NOL11,0.03230169788002968,0,1.0,0.0,0.0,,,,,,,,,,,,
BPTF,0.2177497148513794,1,2.0,1.0,1.0,0.2177496723875839,,,,,,,,,,,
C17orf58,0.17431950569152832,1,3.0,1.0,1.0,0.311439812944432,0.0015240118098288913,,,,,,,,,,
KPNA2,0.011067938059568405,0,3.0,0.0,0.0,0.13511532298789047,,,,,,,,,,,
LINC00674,0,0,2.0,0.0,0.0,0.17862336649630076,0.003992238644306935,,,,,,,,,,
LRRC37A16P,0,0,4.0,0.0,0.0,,,,,,,,,,,,
AMZ2,0.05869666114449501,0,9.0,0.0,0.0,0.15287344880086534,0.10941892137310369,0.07850182290446496,0.025445766694666912,0.0016706691288134415,,,,,,,
ARSG,0.3269432485103607,1,16.0,1.0,4.0,0.8065923630546161,0.04673563079016122,0.03144085440677679,0.02807695295280908,0.019335657213496765,0.01554621877512186,0.015459710407844766,0.009429181876327738,0.0003699326809602308,,,
WIPI1,0.11889083683490753,1,7.0,0.0,3.0,0.4713453988492111,0.07523705893964436,0.05979969939255575,0.01451674792310909,0.0012832923972556506,0.00037480395055770476,,,,,,
PRKAR1A,0.22342635691165924,0,4.0,0.0,1.0,0.22342638142168667,,,,,,,,,,,
ABCA5,0.02068871073424816,0,1.0,0.0,0.0,,,,,,,,,,,,
SLC39A11,0.000285216374322772,0,1.0,0.0,0.0,,,,,,,,,,,,
COG1,0.05292461812496185,1,2.0,1.0,1.0,0.3062807988003199,0.13377017206791295,,,,,,,,,,
FAM104A,0,0,1.0,0.0,0.0,,,,,,,,,,,,
C17orf80,0.09995870292186737,0,3.0,0.0,0.0,0.09995872024439631,,,,,,,,,,,
RPL38,0.1523723602294922,0,2.0,0.0,0.0,0.22971033821040657,1.6416300372917738e-05,,,,,,,,,,
CD300A,0,0,4.0,0.0,0.0,0.14459236761904226,0.020556876160272367,,,,,,,,,,
AC079325.6,0,1,2.0,2.0,2.0,0.595538930802999,0.030247705036747695,,,,,,,,,,
SLC9A3R1,0,1,7.0,0.0,1.0,0.2958230241616571,0.0802673905955591,0.003973158810775967,,,,,,,,,
NAT9,0.055341847240924835,0,3.0,0.0,0.0,0.10621847431145806,0.05931392141637304,0.00573357510786964,,,,,,,,,
TMEM104,0,0,10.0,1.0,1.0,0.20237663872862677,0.061526155613844,0.029105844891530834,,,,,,,,,
FDXR,0.0623878613114357,0,1.0,0.0,0.0,0.06238786926716576,,,,,,,,,,,
ICT1,0.0015176786109805107,0,4.0,0.0,0.0,0.27790404752114856,0.013624935559295911,,,,,,,,,,
KCTD2,0.0019475342705845833,1,6.0,0.0,0.0,0.20975313673668464,0.004466598886840914,,,,,,,,,,
ATP5H,0,0,5.0,0.0,0.0,0.06180133783523805,,,,,,,,,,,
ARMC7,0.15425017476081848,1,5.0,0.0,0.0,0.3811859915448317,0.0006648572648525018,,,,,,,,,,
NT5C,0.04613526165485382,0,3.0,0.0,0.0,0.11671398208419813,,,,,,,,,,,
HN1,0,0,2.0,0.0,0.0,0.15339383036164767,,,,,,,,,,,
SUMO2,0.14017468690872192,0,2.0,0.0,0.0,0.14017469540759267,,,,,,,,,,,
NUP85,0.05504871532320976,0,3.0,0.0,0.0,0.16703143295812284,0.03180604350723468,,,,,,,,,,
GGA3,0,0,3.0,0.0,1.0,0.2439539032610286,0.05511620013351707,,,,,,,,,,
MRPS7,0.07476799935102463,1,4.0,0.0,0.0,0.24554265683070395,0.0014325061358919254,,,,,,,,,,
MIF4GD,0.009093625470995903,0,2.0,0.0,0.0,0.057228678666382024,,,,,,,,,,,
SLC25A19,0.005385656841099262,0,1.0,0.0,0.0,,,,,,,,,,,,
GRB2,0,0,5.0,0.0,0.0,0.2083575853398972,0.0005575944919425612,,,,,,,,,,
KIAA0195,0,1,4.0,1.0,1.0,0.34471168748796,0.08688532067659951,0.02700546995047359,,,,,,,,,
TSEN54,0,0,4.0,0.0,1.0,0.20644815354992344,,,,,,,,,,,
LLGL2,0.03382889926433563,1,5.0,1.0,1.0,0.34817270189607535,,,,,,,,,,,
RECQL5,0,0,2.0,0.0,0.0,0.07307510360059798,,,,,,,,,,,
SAP30BP,0.010875661857426167,0,1.0,0.0,0.0,,,,,,,,,,,,
GALK1,0.020872065797448158,0,3.0,0.0,0.0,0.08918250077578184,,,,,,,,,,,
H3F3B,0,0,4.0,0.0,0.0,0.07922568306997425,,,,,,,,,,,
UNK,0,0,5.0,0.0,0.0,0.10186263764760217,,,,,,,,,,,
UNC13D,0.03216563165187836,1,5.0,1.0,1.0,0.3400809043691901,0.25979175244696123,0.0180498337582396,,,,,,,,,
WBP2,0.03131572902202606,0,7.0,0.0,0.0,0.13237220649712583,8.029584402013256e-07,,,,,,,,,,
TRIM47,0.18709920346736908,0,4.0,0.0,0.0,0.12432795234412028,0.10653195810195802,0.041354316516280576,,,,,,,,,
ACOX1,0.02171231247484684,0,1.0,0.0,0.0,,,,,,,,,,,,
SRP68,0.019349059090018272,0,3.0,0.0,0.0,0.1622925003236985,,,,,,,,,,,
EXOC7,0.011330286040902138,0,3.0,0.0,0.0,,,,,,,,,,,,
RNF157,0.010474280454218388,0,6.0,0.0,0.0,0.128369478874241,0.04500525232921158,0.031977166928476665,,,,,,,,,
UBALD2,0.24150067567825317,1,6.0,1.0,1.0,0.2415006618543699,,,,,,,,,,,
PRPSAP1,0,0,1.0,0.0,0.0,0.15318106581056307,,,,,,,,,,,
RHBDF2,0.5077003240585327,1,4.0,1.0,1.0,0.5077001862138603,,,,,,,,,,,
SNHG16,0.021353932097554207,0,3.0,0.0,0.0,,,,,,,,,,,,
JMJD6,0,0,3.0,0.0,0.0,,,,,,,,,,,,
METTL23,0.0037271769251674414,0,7.0,0.0,0.0,0.13508183764107337,0.000713174368376553,,,,,,,,,,
SRSF2,0,0,2.0,0.0,0.0,,,,,,,,,,,,
MFSD11,0.07407896220684052,0,6.0,0.0,0.0,0.12045190497436957,0.10125285608961478,0.07246043782209087,0.0578039319196297,0.0046840372332605604,,,,,,,
SEC14L1,0.14969244599342346,1,5.0,0.0,1.0,0.3201033639452049,0.013661507731972947,0.0020814239157136006,,,,,,,,,
LINC00338,0,1,1.0,1.0,1.0,0.35653577212945187,,,,,,,,,,,
SEPT9,0.42079445719718933,1,17.0,2.0,2.0,0.4760585002895755,0.05835803968974376,0.02397040381422749,0.013363377102719409,0.0075921057584358315,,,,,,,
TMC6,0.2886319160461426,1,9.0,2.0,2.0,0.2596765692362612,0.1997536882547088,0.1536987558651982,0.03567640478568286,,,,,,,,
TMC8,0.040929164737463,0,9.0,1.0,1.0,0.2423678776958544,0.06088738684835964,,,,,,,,,,
SYNGR2,0.019480973482131958,0,11.0,0.0,0.0,0.15701431505829755,0.1362340880816995,0.10253041071041964,0.04811220275352825,0.007668271241280598,,,,,,,
AFMID,0.2242015302181244,1,6.0,0.0,1.0,0.45156739647445365,0.001395800949560288,,,,,,,,,,
PGS1,0,0,7.0,0.0,0.0,0.21515569810839252,0.14823735850648234,0.09292150330763678,0.05267104388790236,,,,,,,,
CYTH1,0,1,8.0,1.0,1.0,0.3409613862008735,0.14235140202217275,0.07609611699207175,0.0235363157493663,0.00044271465799454994,,,,,,,
RNU6-638P,0,0,3.0,0.0,0.0,0.10257081802833283,,,,,,,,,,,
USP36,0.09359317272901535,1,10.0,1.0,2.0,0.38153687491785465,0.054062694939582386,0.044333829216473025,0.032058842646022476,0.016576133871045517,0.007304923511020816,0.0017342758221318216,,,,,
LGALS3BP,0,0,1.0,0.0,0.0,,,,,,,,,,,,
CANT1,0.00012246245751157403,0,1.0,0.0,0.0,,,,,,,,,,,,
CBX4,0,0,1.0,0.0,0.0,,,,,,,,,,,,
GAA,0.2247045934200287,0,1.0,0.0,1.0,0.2247046477062892,,,,,,,,,,,
EIF4A3,0.0025030248798429966,0,1.0,0.0,0.0,,,,,,,,,,,,
RP11-334C17.5,0,0,3.0,0.0,0.0,,,,,,,,,,,,
SGSH,0,0,1.0,0.0,0.0,,,,,,,,,,,,
SLC26A11,0.07589926570653915,0,3.0,1.0,1.0,0.17520230143635815,0.10515016236615822,,,,,,,,,,
RNF213,0.0061728996224701405,1,8.0,1.0,1.0,0.2645076649800096,0.04786909078590691,0.01495537849636377,0.010791691553082334,,,,,,,,
ENDOV,0.011938294395804405,0,3.0,0.0,0.0,0.14507421540191923,,,,,,,,,,,
CHMP6,0,1,4.0,2.0,2.0,0.41098250278454207,0.10897896427850537,0.021567890944187776,,,,,,,,,
C17orf89,0,0,2.0,0.0,0.0,0.12241533233380598,,,,,,,,,,,
SLC38A10,0.3504776954650879,1,2.0,1.0,1.0,0.36754967518747256,0.033607072281695155,,,,,,,,,,
ACTG1,0.18942289054393768,0,6.0,0.0,0.0,0.22514029470768673,0.10771736615958631,0.02534508714720943,0.004751999063145778,0.0015942709728545563,,,,,,,
C17orf70,0.10849534720182419,0,1.0,0.0,0.0,0.10849537703336475,,,,,,,,,,,
NPLOC4,0,1,3.0,1.0,1.0,0.28499331008579576,,,,,,,,,,,
PDE6G,0.08636575937271118,1,4.0,0.0,1.0,0.28560804294398656,0.01255596180120221,,,,,,,,,,
OXLD1,0,1,5.0,1.0,1.0,0.2953969027046034,,,,,,,,,,,
CCDC137,0.0006504108896479011,0,3.0,0.0,0.0,,,,,,,,,,,,
ARL16,0,0,3.0,0.0,0.0,,,,,,,,,,,,
HGS,0.010571172460913658,1,5.0,1.0,1.0,0.5444549317493647,0.1082171046954503,,,,,,,,,,
RP13-1032I1.7,0.016660436987876892,0,2.0,0.0,1.0,0.2908161336610401,,,,,,,,,,,
MRPL12,0,0,5.0,0.0,0.0,0.05512446083689035,,,,,,,,,,,
P4HB,0.013320770114660263,0,5.0,0.0,0.0,0.16651713592250209,0.0005891493242408058,,,,,,,,,,
ARHGDIA,0.006167909596115351,0,3.0,0.0,0.0,0.06056363096258488,,,,,,,,,,,
ALYREF,0,0,6.0,0.0,0.0,0.18964988278408748,0.10406138195986556,0.013152265798426007,0.008073976181416071,,,,,,,,
ANAPC11,0.1379568874835968,0,4.0,0.0,0.0,0.11749538881244127,0.021789559973528175,,,,,,,,,,
PCYT2,0.011726477183401585,1,5.0,1.0,1.0,0.5126212735172493,0.006340463503987941,,,,,,,,,,
SIRT7,0.0022735483944416046,0,5.0,0.0,0.0,,,,,,,,,,,,
ASPSCR1,0.033265672624111176,0,5.0,0.0,0.0,0.21396382176025588,0.0023574764768948507,,,,,,,,,,
STRA13,0.06931988894939423,0,5.0,0.0,0.0,0.18256155941581592,4.286557324262726e-05,,,,,,,,,,
DCXR,0.004081398248672485,0,3.0,0.0,0.0,,,,,,,,,,,,
GPS1,0.08417617529630661,0,4.0,0.0,0.0,0.23434400337288924,0.052971600128411636,0.010692651816078228,,,,,,,,,
DUS1L,0.01632983610033989,0,3.0,0.0,0.0,0.12117191115131921,,,,,,,,,,,
CCDC57,0.08036943525075912,0,8.0,0.0,0.0,0.12017282813593717,0.05179993736045785,0.004916283189801983,,,,,,,,,
CSNK1D,0.10016778111457825,0,8.0,0.0,0.0,0.10016776880260254,,,,,,,,,,,
CD7,0,1,4.0,1.0,2.0,0.4943663452308741,0.0601402451325146,,,,,,,,,,
OGFOD3,0.19139964878559113,1,4.0,0.0,0.0,0.5984304576391459,0.048962770461135806,0.02244720532226962,,,,,,,,,
HEXDC,0,0,2.0,0.0,1.0,0.3368687240612941,0.0013200755931920222,,,,,,,,,,
C17orf62,0.07329756766557693,0,5.0,0.0,0.0,0.07329760117678474,,,,,,,,,,,
NARF,0.04272107407450676,0,6.0,0.0,0.0,0.1923732123829165,0.05090985440230397,0.0072570895857354085,,,,,,,,,
FOXK2,0.2232970893383026,0,6.0,0.0,1.0,0.22329706230893664,,,,,,,,,,,
WDR45B,0,0,2.0,0.0,0.0,,,,,,,,,,,,
FN3KRP,0.034009430557489395,0,2.0,0.0,0.0,,,,,,,,,,,,
TBCD,0.2760867178440094,1,11.0,1.0,2.0,0.427726488063741,0.10221222419319215,0.06020117431146544,0.03752515649433711,0.008333489562220091,0.0014297717093950935,0.00026887931411846705,,,,,
B3GNTL1,0.012255934067070484,0,1.0,0.0,0.0,,,,,,,,,,,,
METRNL,0.254438191652298,1,4.0,1.0,1.0,0.2544382376389629,,,,,,,,,,,
USP14,0.013341066427528858,0,1.0,0.0,0.0,,,,,,,,,,,,
THOC1,0.26281222701072693,1,1.0,1.0,1.0,0.2628122203804219,,,,,,,,,,,
TYMS,0.056460607796907425,0,1.0,0.0,0.0,0.0564606147490261,,,,,,,,,,,
ENOSF1,0,0,1.0,0.0,0.0,0.07011922610397693,,,,,,,,,,,
YES1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
METTL4,0.013246100395917892,0,2.0,0.0,0.0,,,,,,,,,,,,
NDC80,0,0,2.0,0.0,0.0,0.2085984302283487,0.002531777533421376,,,,,,,,,,
SMCHD1,0,1,5.0,1.0,1.0,0.2384680866069406,,,,,,,,,,,
EMILIN2,0,0,2.0,0.0,0.0,0.14474030319188938,,,,,,,,,,,
LPIN2,0,0,3.0,0.0,0.0,0.05837966680249901,,,,,,,,,,,
MYL12A,0.010284802876412868,0,1.0,0.0,0.0,,,,,,,,,,,,
MYL12B,0,0,2.0,0.0,0.0,,,,,,,,,,,,
TGIF1,0.0009794028010219336,1,2.0,1.0,1.0,0.38372653758893427,,,,,,,,,,,
DLGAP1-AS1,0.008697203360497952,0,2.0,0.0,0.0,,,,,,,,,,,,
LINC00667,0.0010683767031878233,0,1.0,0.0,0.0,,,,,,,,,,,,
LINC00526,0,0,1.0,0.0,0.0,,,,,,,,,,,,
ZBTB14,0.0031935798469930887,0,2.0,0.0,0.0,,,,,,,,,,,,
RAB12,0,1,1.0,1.0,1.0,0.4305328235947532,,,,,,,,,,,
NDUFV2,0.132823184132576,1,8.0,2.0,2.0,0.580394304010784,0.18292026345960635,0.03074517325490117,0.008941202571036451,0.0009159387511884474,,,,,,,
RP11-143J12.2,0,0,3.0,0.0,0.0,0.08392320962758702,,,,,,,,,,,
ANKRD12,0.1283186674118042,1,9.0,2.0,2.0,0.45954024214855993,0.050982542791281345,0.024774780601036245,0.023119330637691084,0.00016196818702194659,,,,,,,
TWSG1,0.08948656171560287,0,1.0,0.0,0.0,0.08948659667656408,,,,,,,,,,,
RALBP1,0.13907751441001892,0,1.0,0.0,0.0,0.13907748674228632,,,,,,,,,,,
PPP4R1,0.027895594015717506,0,1.0,0.0,0.0,,,,,,,,,,,,
VAPA,0.03265319764614105,0,1.0,0.0,0.0,,,,,,,,,,,,
NAPG,0.295404314994812,1,2.0,1.0,1.0,0.2954043302620338,,,,,,,,,,,
CHMP1B,0.07774372398853302,0,1.0,0.0,0.0,0.0777437144385205,,,,,,,,,,,
MPPE1,0.20466120541095734,0,2.0,0.0,1.0,0.20466120336588145,,,,,,,,,,,
AFG3L2,0.2636960446834564,1,3.0,1.0,2.0,0.5688281735456739,0.012446119606501183,0.007935398639546997,,,,,,,,,
SPIRE1,0.0831785649061203,0,3.0,0.0,0.0,0.08317857821562018,,,,,,,,,,,
PSMG2,0.0202158372849226,0,3.0,0.0,0.0,0.060501369045880375,,,,,,,,,,,
CEP76,0,0,1.0,0.0,0.0,,,,,,,,,,,,
PTPN2,0,1,5.0,1.0,2.0,0.3904572831606169,0.15881476837302289,0.0057061550043762226,0.0018610410965121409,,,,,,,,
SEH1L,0.09379392117261887,0,4.0,0.0,0.0,0.16729693534133155,0.002023126946676745,,,,,,,,,,
CEP192,0,0,2.0,0.0,0.0,,,,,,,,,,,,
LDLRAD4,0.03288096562027931,1,16.0,0.0,1.0,0.3435778909134772,0.002637826741645905,,,,,,,,,,
FAM210A,0,1,1.0,1.0,1.0,0.4257914967296452,,,,,,,,,,,
RNMT,0.1492675542831421,0,1.0,0.0,0.0,0.1492675212536347,,,,,,,,,,,
ANKRD20A5P,0.06873367726802826,0,2.0,0.0,0.0,0.06873368532033423,,,,,,,,,,,
ROCK1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
ESCO1,0,1,2.0,0.0,0.0,0.1897857181398987,0.0042495386560274595,,,,,,,,,,
SNRPD1,0.027891457080841064,0,2.0,0.0,0.0,,,,,,,,,,,,
ABHD3,0,0,3.0,0.0,0.0,0.17413910392744864,,,,,,,,,,,
MIB1,0.22870801389217377,1,4.0,1.0,1.0,0.4560046935711765,0.05991462199554921,0.035086125007786205,,,,,,,,,
RN7SL233P,0,0,1.0,0.0,0.0,0.14368673721570238,,,,,,,,,,,
RP11-268I9.1,0,0,0.0,0.0,0.0,,,,,,,,,,,,
RBBP8,0.004318038001656532,0,1.0,0.0,0.0,,,,,,,,,,,,
TMEM241,0,0,6.0,0.0,0.0,0.1755953318458942,,,,,,,,,,,
