,TSS R2,Enhancer R2
LSR,0.08399081975221634,0.1823965460062027
USF2,0.5343915820121765,0.08856301009654999
TMEM147,0.014649800024926662,0.0
HAUS5,0.0031223976984620094,0.005196099169552326
RBM42,0.027200568467378616,0.005310264881700277
ETV2,0.0,0.2134254276752472
COX6B1,0.02531958557665348,0.22529162466526031
ZBTB32,0.04176074266433716,0.3983844220638275
IGFLR1,4.936848927172832e-05,0.09418682008981705
U2AF1L4,0.0010891030542552471,0.09345375001430511
PSENEN,0.0,0.08443796634674072
AC002398.11,0.0,0.19492746889591217
LIN37,0.028164904564619064,0.32185766100883484
C19orf55,0.0,0.2351515293121338
NFKBID,0.17554117739200592,0.061994411051273346
HCST,0.0,0.15706591308116913
TYROBP,0.0,0.08114174753427505
SDHAF1,0.0,0.11794179677963257
ALKBH6,0.05748807266354561,0.04726586863398552
THAP8,0.0,0.24409119784832
POLR2I,0.003172866068780422,0.0798705518245697
TBCB,0.0,0.014832640998065472
CAPNS1,0.17897716164588928,0.1621374785900116
ZNF146,0.0,0.1371140331029892
ZFP14,9.703752584755421e-05,0.0
ZFP82,0.0,0.09112754464149475
ZNF566,0.005711119156330824,0.0
ZNF260,0.04611346125602722,0.002993995090946555
ZNF529,0.05983361974358559,0.074630506336689
AC092295.7,0.0,0.08953474462032318
ZNF461,0.29527926445007324,0.027060631662607193
AC074138.3,0.00021863062283955514,0.0
ZNF567,0.0,0.013646275736391544
ZNF790,0.06858516484498978,0.014338860288262367
ZNF345,0.04763028025627136,0.04737045615911484
ZNF829,0.0,0.024892916902899742
ZNF568,0.07363612204790115,0.0
ZNF420,0.07461573928594589,0.014082623645663261
ZNF383,0.01487822737544775,0.04898611083626747
HKR1,0.14394991099834442,0.006588771007955074
ZNF569,0.04668537899851799,0.0039468067698180676
ZNF570,3.622493949251293e-08,0.009908019565045834
CTD-2086O20.3,0.0,0.06569835543632507
SIPA1L3,0.1095711812376976,0.003227860201150179
YIF1B,0.020545097067952156,0.05350690707564354
KCNK6,0.0,0.05861922726035118
PSMD8,0.04839027673006058,0.20550061762332916
FAM98C,0.003143780864775181,0.23669126629829407
MAP4K1,0.0,0.050832364708185196
EIF3K,0.06700935959815979,4.6811343054287136e-05
ACTN4,0.07522699236869812,0.11940338462591171
CAPN12,0.005611879751086235,0.03878138214349747
ECH1,0.012270277366042137,0.034657981246709824
HNRNPL,0.050165221095085144,0.3070858418941498
RINL,0.03804377093911171,0.11132518202066422
SIRT2,0.010960210114717484,0.24981826543807983
NFKBIB,0.0,0.39917945861816406
MRPS12,0.0004875587474089116,0.011550468392670155
IFNL1,0.0,0.11540616303682327
GMFG,0.04926782473921776,0.3095111846923828
CTC-246B18.10,0.0,0.169063001871109
SAMD4B,0.04539874941110611,0.213779017329216
PAF1,0.15496712923049927,0.3276350498199463
MED29,0.0,0.11321011930704117
ZFP36,0.06852497160434723,0.14509433507919312
PLEKHG2,0.05612919479608536,0.1468920111656189
RPS16,0.014203016646206379,0.09654074907302856
SUPT5H,0.07674027979373932,0.044479165226221085
TIMM50,0.014621851034462452,0.016167720779776573
EID2B,0.012789884582161903,0.0018618851900100708
FBL,0.04038786143064499,0.039594464004039764
PSMC4,0.16083912551403046,0.04293321818113327
ZNF780B,0.013642346486449242,0.0955999344587326
PLD3,0.0,0.18861854076385498
SERTAD1,0.0,0.15038806200027466
SERTAD3,0.0,0.21572643518447876
BLVRB,0.04742938652634621,0.017432652413845062
SHKBP1,0.2959331274032593,0.21354684233665466
LTBP4,0.22020506858825684,0.07253893464803696
SNRPA,0.0,0.07422661781311035
RAB4B,0.0,0.049077365547418594
EGLN2,0.11834435164928436,0.029140418395400047
HNRNPUL1,0.05143221467733383,0.09547156095504761
CCDC97,0.2608238458633423,0.07641958445310593
TMEM91,0.08779364824295044,0.18176433444023132
B9D2,0.0,0.26778432726860046
EXOSC5,0.024654559791088104,0.009192748926579952
B3GNT8,0.09019014984369278,0.06511736661195755
ATP5SL,0.05794845148921013,0.05489105358719826
AC006129.4,0.0,0.0
AC006129.2,0.49774935841560364,9.72006018855609e-05
CEACAM21,0.0,0.16000248491764069
RPS19,0.10151773691177368,0.007570420391857624
ARHGEF1,0.02267569676041603,0.3278568387031555
RABAC1,0.1483210027217865,0.05117303133010864
ZNF574,0.05382656306028366,0.0
POU2F2,0.13307292759418488,0.025287333875894547
CTC-378H22.1,0.0,0.1322387009859085
DEDD2,0.04630250856280327,0.10187336802482605
PAFAH1B3,0.024438347667455673,0.010501503013074398
LIPE-AS1,0.06676451861858368,0.16237609088420868
CEACAM1,0.022203395143151283,0.49465546011924744
ETHE1,0.0,0.4767002463340759
XRCC1,0.08947327733039856,0.34938621520996094
PINLYP,0.0,0.03364308178424835
IRGQ,0.016873426735401154,0.23308324813842773
ZNF576,0.0,0.13991029560565948
PLAUR,0.13362368941307068,0.015917927026748657
SMG9,0.00012540107127279043,0.16324570775032043
KCNN4,0.10016512125730515,0.19674640893936157
ZNF45,0.16072705388069153,0.003324904479086399
ZNF155,0.01488411333411932,0.09234151989221573
ZNF230,0.0,0.03973161801695824
ZNF222,0.0,0.06753513962030411
ZNF284,0.0,0.0
ZNF224,0.06417771428823471,0.0
ZNF225,0.018775159493088722,0.0004044261877425015
ZNF234,0.16475003957748413,0.21776239573955536
ZNF226,0.07156731933355331,0.013264584355056286
ZNF227,0.07134954631328583,0.005478201434016228
ZNF235,0.0,3.5163498779411384e-08
ZNF233,0.0,0.14544808864593506
ZNF180,0.0,0.005893675144761801
BCL3,0.0002435649948893115,0.017572248354554176
TOMM40,0.011920321732759476,0.20363344252109528
APOC1,0.0,0.06327658891677856
CLPTM1,0.02424098178744316,0.006768067833036184
RELB,0.0,0.28023260831832886
GEMIN7,0.0,0.2124456912279129
BLOC1S3,0.0,0.0
ERCC2,0.1557927429676056,0.009939836338162422
ERCC1,0.25272098183631897,0.1632658839225769
PPM1N,0.19512294232845306,0.1490604281425476
VASP,0.13240492343902588,0.1267780065536499
OPA3,0.0,0.11549859493970871
GIPR,0.10263039916753769,0.2489657998085022
SNRPD2,0.013883136212825775,0.07412129640579224
DMPK,0.01799413561820984,0.13662926852703094
DMWD,0.06775086373090744,0.03968691825866699
SYMPK,0.12113633006811142,0.054464131593704224
PPP5C,0.19086319208145142,0.24105261266231537
CALM3,0.0,0.03120036981999874
GNG8,0.0,0.013806857168674469
PRKD2,0.03612011671066284,0.0014881778042763472
RN7SL364P,0.0,0.06759108603000641
MIR320E,0.0,0.24435217678546906
STRN4,0.0,0.06764625012874603
FKRP,0.009703882038593292,0.03513062745332718
SLC1A5,0.0932350754737854,0.01858152449131012
AP2S1,1.4826165397607838e-06,0.02615790069103241
ARHGAP35,0.0,0.06680643558502197
snoU13-205,0.0,0.0
TMEM160,0.0,0.12542061507701874
ZC3H4,0.08649592101573944,0.07062646001577377
SAE1,0.0,0.5032716393470764
CCDC9,0.006719000171869993,0.19051454961299896
PRR24,0.0014882031828165054,0.1452932357788086
DHX34,0.1958664059638977,0.0
NAPA-AS1,0.0,0.03909819945693016
NAPA,0.03980885073542595,0.2695757746696472
GLTSCR2,0.046216774731874466,0.021953238174319267
SEPW1,5.7805678807199e-05,0.06080535054206848
PLA2G4C,0.0,0.0
LIG1,0.0008606187184341252,0.009880943223834038
CARD8,0.024658482521772385,0.021098559722304344
CTC-241F20.3,0.0,0.033997997641563416
EMP3,0.0,0.09762416034936905
KDELR1,0.03715734928846359,0.09535857290029526
GRWD1,0.012706687673926353,0.23878833651542664
CYTH2,0.06953923404216766,0.15452690422534943
RPL18,0.0,0.028062187135219574
CA11,0.007517738733440638,0.05071701854467392
BCAT2,0.007248962298035622,0.24552087485790253
PPP1R15A,0.0,0.4615350067615509
NUCB1,0.14606013894081116,0.47714290022850037
BAX,0.24834440648555756,0.3185656666755676
FTL,0.0,0.33167731761932373
GYS1,0.01202784851193428,0.21913796663284302
RUVBL2,0.0,0.2007676213979721
SNRNP70,0.004963384009897709,0.03270496055483818
LIN7B,0.14254452288150787,0.025900453329086304
C19orf73,0.04164581373333931,0.09123866260051727
CTC-301O7.4,0.0,0.05295957624912262
CD37,0.047349508851766586,0.00470707006752491
PIH1D1,0.03363317996263504,0.1344367116689682
ALDH16A1,0.0,0.0358707420527935
RPL13A,0.07274241000413895,0.37339407205581665
RPS11,0.05565745756030083,0.24130123853683472
hsa-mir-150,0.0,0.593724250793457
FCGRT,0.0,0.06622664630413055
NOSIP,0.2465980052947998,0.35713663697242737
SCAF1,0.01861538365483284,0.20056229829788208
IRF3,0.07121969014406204,0.017344487830996513
BCL2L12,0.0,0.0958506241440773
PRMT1,0.003944531083106995,0.06429920345544815
PTOV1,0.0005339658819139004,0.1599675863981247
PNKP,0.01354706846177578,0.30557993054389954
IL4I1,0.020081283524632454,0.18605703115463257
NUP62,0.021519044414162636,0.0021437101531773806
ATF5,0.0,0.1379985809326172
VRK3,0.000435215188190341,0.10520338267087936
ZNF473,0.0,0.05969913303852081
NR1H2,0.0415092408657074,0.06878545880317688
NAPSA,0.0,0.0872851014137268
EMC10,0.14876005053520203,0.0043209996074438095
JOSD2,0.09187531471252441,0.10075481981039047
C19orf48,0.00039487663889303803,0.0
SIGLEC17P,0.03314373269677162,0.09375353157520294
ETFB,0.07846131175756454,0.04368701949715614
CLDND2,0.0,0.026807447895407677
NKG7,0.0021094337571412325,0.34946998953819275
LIM2,0.0,0.00798605103045702
ZNF577,0.06015143543481827,0.19388192892074585
ZNF649,0.0,0.06059332937002182
ZNF613,0.004247854929417372,0.0022176560014486313
ZNF350,0.03363820165395737,0.14485318958759308
ZNF614,0.16874487698078156,0.19474826753139496
ZNF432,0.20590902864933014,0.0053154774941504
CTC-471J1.2,0.0,0.37728577852249146
ZNF841,0.0,0.020813455805182457
ZNF616,0.20399419963359833,0.18186414241790771
PPP2R1A,0.0945327952504158,0.0014407180715352297
ZNF766,0.0,0.11886440962553024
ZNF480,0.11816293746232986,0.0006546202348545194
ZNF880,0.043671865016222,0.08296886831521988
ZNF528,0.0,0.054847441613674164
ZNF808,0.003631116123870015,0.0013548361603170633
ZNF701,0.031166113913059235,0.01843423955142498
ZNF83,0.07052290439605713,0.0674523413181305
ZNF611,0.35201457142829895,0.0
ZNF600,0.01866993121802807,0.004624267108738422
ZNF28,0.0,0.003459933679550886
ZNF468,0.0012519678566604853,0.004270540084689856
ZNF320,0.18366269767284393,0.12098897993564606
ZNF816,0.1756581813097,0.10934940725564957
ZNF160,0.05720614641904831,0.0
NDUFV2P1,0.0,0.0
ZNF845,0.04185275360941887,0.0
ZNF765,0.0,0.20043200254440308
ZNF761,0.06828198581933975,0.08512349426746368
TPM3P9,0.0,0.03298093378543854
TPM3P6,0.0,0.26354169845581055
ZNF331,0.1794983297586441,0.0
MYADM,0.15856416523456573,0.05370433256030083
NDUFA3,0.06772959977388382,0.02130717597901821
TFPT,0.0,0.06997877359390259
PRPF31,0.0006990546244196594,0.03541429340839386
LENG1,0.0,0.2531188726425171
MBOAT7,0.0294646006077528,0.10912632942199707
TSEN34,0.0,0.05882393941283226
RPS9,0.004281001165509224,0.020389286801218987
LAIR1,0.18813663721084595,0.2433846890926361
LENG8,0.0008967906469479203,0.06142406165599823
LAIR2,0.0,0.31444692611694336
KIR3DX1,0.17058858275413513,0.28985556960105896
LILRP2,0.3952663242816925,0.0
KIR2DL4,0.0,0.6277033686637878
KIR2DL3,0.0,0.04177042469382286
KIR2DS4,0.0,0.17662937939167023
KIR3DL2,0.3517933487892151,0.0027766823768615723
NCR1,0.20207765698432922,0.0
NLRP2,0.0,0.04356221482157707
CTC-550B14.7,0.2024109959602356,0.1260070651769638
RDH13,0.0016725019086152315,0.4734795391559601
PPP1R12C,0.0,0.01342036109417677
HSPBP1,0.165723517537117,0.04501468688249588
RPL28,0.012231598608195782,0.06154486909508705
ZNF524,0.0,0.07058251649141312
ZNF580,0.0,0.2764621078968048
ZNF581,0.10435838997364044,0.24539604783058167
U2AF2,0.09779053926467896,0.1405082792043686
ZSCAN5A,0.0,0.008711989037692547
AC006116.20,0.0,0.05334407463669777
ZNF583,0.0007309640059247613,0.03725763410329819
ZNF805,0.23536908626556396,0.0003529819077812135
CTC-444N24.11,0.0,0.0
ZNF304,0.0,0.0
ZNF547,0.0,0.0
ZNF548,0.0,0.0
ZNF17,0.0,0.0
ZNF749,0.0,0.0
ZNF419,0.037504445761442184,0.05149773508310318
ZNF773,0.0,0.007214597426354885
ZNF549,0.03499371185898781,0.30294308066368103
ZNF550,0.0,0.3431352376937866
ZNF416,0.0,0.17470261454582214
ZNF134,0.018099822103977203,0.027363602072000504
ZNF211,0.10203007608652115,0.1985720545053482
ZNF671,0.0,0.07928995043039322
ZNF776,0.049227550625801086,0.00729617103934288
ZNF586,0.003803144907578826,0.08082970976829529
ZNF552,0.010727036744356155,0.25086262822151184
ZNF814,0.1530524641275406,0.029545661062002182
ZNF274,0.01403912715613842,0.0
ZNF544,0.0,0.06780840456485748
ERVK3-1,0.09455570578575134,0.08194693922996521
RPS5,0.02439264766871929,0.09526864439249039
SLC27A5,0.052984654903411865,0.11214878410100937
TRIM28,0.01893744431436062,0.09761041402816772
CHMP2A,0.017146795988082886,0.1096457913517952
UBE2M,0.08411897718906403,0.255934476852417
AC016629.8,0.0,0.28512510657310486
MZF1,0.03607083857059479,0.18002671003341675
CENPBD1P1,0.0,0.19495663046836853
SH3YL1,0.0,0.026874089613556862
ACP1,0.0014352245489135385,0.0
TMEM18,0.004260039422661066,0.0
TSSC1,0.0,0.00115714140702039
ADI1,0.0,0.0
AC108488.4,0.0,0.07273369282484055
RNASEH1,0.008755908347666264,0.053476978093385696
RNASEH1-AS1,0.0,0.025629065930843353
RPS7,0.07862231135368347,0.03982628881931305
TMSB4XP2,0.0,0.0037877988070249557
CMPK2,0.0,0.14616572856903076
RSAD2,0.2845599353313446,0.0
AC013460.1,0.0,0.04215523228049278
AC092580.3,0.005674068350344896,0.018994657322764397
AC092580.4,0.45271191000938416,0.5561469197273254
LINC00299,0.0,0.4299132227897644
ID2,0.005248841363936663,0.5322446823120117
KIDINS220,0.0,0.11841592192649841
ITGB1BP1,0.007337659131735563,0.008461859077215195
CPSF3,0.0,0.24964173138141632
IAH1,0.000878948369063437,0.204511359333992
ADAM17,0.0026953043416142464,0.0
YWHAQ,0.007350662723183632,0.05958017706871033
TAF1B,0.10789856314659119,0.20669841766357422
RP11-254F7.2,0.0,0.12140679359436035
HPCAL1,0.0010891408892348409,0.17011688649654388
ODC1,0.05581522360444069,0.10221611708402634
NOL10,0.0,0.2494317889213562
RN7SL832P,0.0028707163874059916,0.012051962316036224
PDIA6,0.04333126172423363,0.02659090980887413
PQLC3,0.20143331587314606,0.09901872277259827
ROCK2,0.008988683111965656,0.0
E2F6,0.0066713145934045315,0.0
LPIN1,0.0,0.32796141505241394
TRIB2,0.0003333202039357275,0.09712699055671692
NBAS,0.0,0.2278527170419693
DDX1,0.0,0.08036374300718307
FAM49A,0.0,0.6991798281669617
SMC6,0.0,0.007342725060880184
RDH14,0.0,0.042591556906700134
LINC00954,0.0,0.0031963468063622713
TTC32,0.0,0.005190212279558182
WDR35,0.0,0.19684818387031555
LAPTM4A,0.0,0.039872799068689346
PUM2,0.02389645017683506,0.0
C2orf43,0.0,0.007836404256522655
ATAD2B,0.0,0.061237968504428864
UBXN2A,0.2555239498615265,0.2705197036266327
C2orf44,0.0006440239958465099,0.09970536828041077
SF3B14,0.13974453508853912,0.06340210139751434
FAM228B,0.0,0.23789729177951813
TP53I3,0.004569142125546932,0.3639596998691559
ITSN2,0.0014856071211397648,0.0
NCOA1,0.11300338804721832,0.320475697517395
PTRHD1,0.0,0.22605568170547485
DNAJC27,0.012362102046608925,0.0
POMC,0.0,0.2263580560684204
RP11-458N5.1,0.0,0.17006604373455048
DNMT3A,0.2209240347146988,0.09558548778295517
DTNB,0.06332457810640335,0.20248432457447052
ASXL2,0.047457292675971985,0.07531851530075073
PTGES3P2,0.0,0.23455418646335602
KIF3C,0.009898290038108826,0.0
RAB10,0.08328985422849655,0.16079077124595642
HADHA,0.0,0.017639560624957085
HADHB,0.2520461678504944,0.0
EPT1,0.0,0.010347893461585045
SLC35F6,0.0,0.15391823649406433
TMEM214,0.0067660012282431126,0.0
OST4,0.01480234507471323,0.08532525599002838
PREB,0.0,0.15305742621421814
SLC5A6,0.009589320048689842,0.13103635609149933
ATRAID,0.0,0.1070953756570816
CAD,0.0,0.07551219314336777
MPV17,0.029377145692706108,0.03414257988333702
GTF3C2,0.14229531586170197,0.1536547839641571
EIF2B4,0.0003869728243444115,0.13136501610279083
SNX17,0.0,0.23905494809150696
ZNF513,0.0007252615760080516,0.0860317274928093
PPM1G,0.0,0.1188616156578064
NRBP1,0.06771721690893173,0.11893128603696823
ZNF512,0.0,0.1235719695687294
GPN1,0.1731031984090805,0.045761242508888245
SUPT7L,0.09629004448652267,0.13648636639118195
SLC4A1AP,0.0,0.1067030057311058
MRPL33,0.0028591135051101446,0.12098672240972519
RBKS,0.22236326336860657,0.021249553188681602
BRE,0.0,0.08070750534534454
FOSL2,0.058989059180021286,0.26142802834510803
PPP1CB,0.0792929008603096,0.0
SPDYA,0.0,0.057028211653232574
TRMT61B,0.11328710615634918,0.0966869443655014
WDR43,0.15405181050300598,0.027281837537884712
FAM179A,0.08751583844423294,0.1933111995458603
CLIP4,0.01665004901587963,0.031210551038384438
YPEL5,0.005480032414197922,0.062007173895835876
LBH,0.03624676167964935,0.150009423494339
LCLAT1,0.0,0.027772674337029457
DPY30,0.014370029792189598,0.048267681151628494
SPAST,0.0,0.0377575047314167
SLC30A6,0.011540882289409637,0.023887692019343376
YIPF4,0.020768441259860992,0.0
BIRC6,0.0,0.01855591870844364
TTC27,4.2708288674475625e-05,0.019248532131314278
RASGRP3,0.06087403744459152,0.05731768161058426
FAM98A,0.00890975259244442,0.0
CRIM1,0.0,0.30738577246665955
STRN,0.017171960324048996,0.0
HEATR5B,0.012888449244201183,0.1726199984550476
GPATCH11,0.0,0.027944345027208328
EIF2AK2,0.0,0.4167148172855377
CEBPZ-AS1,0.0,0.28569725155830383
CEBPZ,0.0,0.0780150517821312
NDUFAF7,0.0719703659415245,0.023389359936118126
PRKD3,0.0,0.04639188200235367
QPCT,0.0,0.3726634383201599
AC006369.2,0.16359089314937592,0.4590723216533661
CDC42EP3,0.0011010527377948165,0.404513418674469
RMDN2,0.08147073537111282,0.0
ATL2,0.016853276640176773,0.0
HNRNPLL,0.011443141847848892,0.22002921998500824
GALM,0.0,0.37800225615501404
SRSF7,0.0,0.11247523874044418
GEMIN6,0.024826258420944214,0.12758205831050873
DHX57,0.0,0.10157560557126999
MORN2,0.0001782460603863001,0.0
SOS1,0.1013747826218605,0.16334956884384155
MAP4K3,0.10806228965520859,0.0781644731760025
AC007246.3,0.0,0.11239881068468094
THUMPD2,0.0,0.07933102548122406
EML4,0.0,0.1964023858308792
COX7A2L,0.2361399531364441,0.0
MTA3,0.0915846899151802,0.0
THADA,0.0015284455148503184,0.19486872851848602
ZFP36L2,0.020608017221093178,0.0009997537126764655
DYNC2LI1,0.0,0.05120467767119408
LRPPRC,0.010916211642324924,0.0
PPM1B,0.17220689356327057,0.03932696208357811
PREPL,0.18750722706317902,0.0
CAMKMT,0.0,0.008796801790595055
SRBD1,0.058021508157253265,0.21579094231128693
PRKCE,0.12294728308916092,0.205177903175354
EPAS1,0.0,0.306227445602417
RHOQ,0.0,0.14872843027114868
PIGF,0.0,0.02171393297612667
CRIPT,0.3129616677761078,0.0
SOCS5,0.008203902281820774,0.0
MCFD2,0.21179886162281036,0.008369766175746918
CALM2,0.0,0.0008157123811542988
MSH2,0.11104691028594971,0.07705563306808472
MSH6,0.006592095363885164,0.017247643321752548
FBXO11,0.005388718098402023,0.06907739490270615
RPL36AP15,0.0,0.0
AC079807.2,0.0,0.01227881945669651
FOXN2,0.000989612191915512,0.019406018778681755
PPP1R21,0.014118272811174393,0.008622382767498493
GPR75-ASB3,0.17958714067935944,0.1770874410867691
CHAC2,0.0,0.015439066104590893
ERLEC1,0.022320527583360672,0.008078922517597675
PSME4,0.0,0.2647041380405426
ACYP2,0.14466607570648193,0.052328433841466904
SPTBN1,0.0,0.41772204637527466
RTN4,0.07648372650146484,0.10737517476081848
CLHC1,0.5140089392662048,0.04141508787870407
RPS27A,0.0,0.024976929649710655
MTIF2,0.16835205256938934,0.008758867159485817
PRORSD1P,0.05205422267317772,0.0023823988158255816
CCDC104,0.0026459223590791225,0.0
SMEK2,0.0,0.0007477784529328346
PNPT1,0.0,0.08032675832509995
VRK2,0.001542415120638907,0.0
FANCL,0.0,0.40080636739730835
PAPOLG,0.0,0.0008278955356217921
PUS10,0.0016517494805157185,0.13198329508304596
PEX13,0.0,0.04898728057742119
KIAA1841,0.43873459100723267,0.10545364022254944
AC016747.3,0.0,0.5553215146064758
AHSA2,3.4213182516396046e-05,0.3503721356391907
USP34,0.11026027053594589,0.10045548528432846
RP11-355B11.2,0.006935881916433573,0.15328584611415863
XPO1,0.14219489693641663,0.0
CCT4,0.007647266145795584,0.0006352700875140727
COMMD1,0.04278646782040596,0.10369624197483063
B3GNT2,0.0,0.006190028041601181
EHBP1,0.0653943419456482,0.02355603128671646
WDPCP,0.0,0.09205970168113708
MDH1,0.009811448864638805,0.0
UGP2,0.10052301734685898,0.0
VPS54,0.021672315895557404,0.2886422276496887
PELI1,0.0,0.0018078992143273354
AFTPH,0.00019795841944869608,0.0
SLC1A4,0.021473780274391174,0.11928105354309082
RAB1A,0.044872745871543884,0.0
ACTR2,0.0,0.11932634562253952
SPRED2,0.013818060047924519,0.06294932961463928
ETAA1,0.0,0.018328018486499786
C1D,0.0,0.002638676669448614
WDR92,0.34925806522369385,0.0
PNO1,0.0,0.004680553451180458
PLEK,0.0,0.26294273138046265
FBXO48,0.0,0.08399966359138489
APLF,0.04159935563802719,0.30749428272247314
ARHGAP25,0.11546983569860458,0.30226951837539673
GFPT1,0.019210010766983032,0.0
NFU1,0.08567124605178833,0.0
RP11-427H3.3,0.0,0.0
AAK1,0.045921530574560165,0.14602415263652802
AC092431.2,0.0,0.0
ANXA4,0.0013854821445420384,0.21205677092075348
GMCL1,0.0,0.007643679156899452
SNRNP27,0.0,0.02710076794028282
MXD1,0.005699344910681248,0.18926186859607697
PCBP1-AS1,0.2361290603876114,0.1273147463798523
PCBP1,0.0,0.2101723551750183
C2orf42,0.12643574178218842,0.0717080757021904
TIA1,0.10880307853221893,0.00023294200946111232
PCYOX1,6.727635195602488e-07,0.23017454147338867
SNRPG,0.21377608180046082,0.09642347693443298
FAM136A,0.0,0.10918749123811722
TEX261,0.0033830946777015924,0.17781859636306763
NAGK,0.009831664152443409,0.22970494627952576
MCEE,0.0,0.0905546247959137
MPHOSPH10,0.0008578667766414583,0.07026835530996323
ZNF638,0.16900894045829773,0.19041338562965393
EXOC6B,0.0,0.04562446102499962
SFXN5,0.00826138537377119,0.06622450798749924
SMYD5,0.12266585975885391,0.1598862260580063
PRADC1,0.0,0.29447612166404724
CCT7,0.00426580710336566,0.0031964974477887154
TPRKB,0.04227519780397415,0.00010532459418755025
DUSP11,0.005584048572927713,0.1875084787607193
STAMBP,0.01656409725546837,0.3444482386112213
DGUOK,0.03142841160297394,0.026210099458694458
AC073046.25,0.0,0.05826786905527115
BOLA3,0.0,0.10521765053272247
BOLA3-AS1,0.07498955726623535,0.005259315948933363
MOB1A,0.01391732320189476,0.15730135142803192
MTHFD2,0.04609926417469978,0.040859248489141464
DCTN1,0.02435041032731533,0.013943021185696125
WDR54,0.21769462525844574,0.11550341546535492
INO80B,1.3780263543594629e-06,0.11288798600435257
MRPL53,0.000766033015679568,0.10229098051786423
TTC31,0.01206191536039114,0.06650229543447495
PCGF1,0.015592004172503948,0.06146632507443428
AUP1,0.0,0.19153305888175964
HTRA2,0.02370521053671837,0.21706101298332214
DOK1,0.03182324022054672,0.16102831065654755
POLE4,0.23168884217739105,0.11399588733911514
MRPL19,0.0,0.13744880259037018
GCFC2,0.016094176098704338,0.009743836708366871
SUCLG1,0.05785449594259262,0.0
TMSB10,0.0,0.0
KCMF1,0.0,0.0
TGOLN2,0.0,0.1831376850605011
ELMOD3,0.0006834471714682877,0.005268004722893238
CAPG,0.05391465127468109,0.43013593554496765
MAT2A,0.018786011263728142,0.0
GGCX,0.0030036631505936384,0.17078332602977753
VAMP8,0.0,0.006084161810576916
VAMP5,0.0,0.12632106244564056
RNF181,0.0024578215088695288,0.004792426247149706
USP39,0.09798235446214676,0.2754363715648651
C2orf68,0.0,0.06740903109312057
GNLY,0.6304061412811279,0.2674267292022705
ST3GAL5,0.034245338290929794,0.0338144451379776
POLR1A,0.07227674871683121,0.4202604293823242
PTCD3,0.0,0.2403017282485962
IMMT,0.0,0.017405487596988678
RP11-301O19.1,0.00189406203571707,0.4321402907371521
MRPL35,0.0058610704727470875,0.03425690904259682
KDM3A,0.02220064215362072,0.0
CHMP3,0.013587763532996178,0.055844973772764206
RMND5A,0.0,0.11494004726409912
CD8A,0.08905692398548126,0.1267591118812561
CD8B,0.0,0.07258771359920502
LINC00152,0.08236373215913773,0.15605123341083527
RP11-1399P15.1,0.0,0.21102368831634521
RNU2-63P,0.17720599472522736,0.16003595292568207
KRCC1,0.0,0.13167059421539307
EIF2AK3,0.0,0.10947667062282562
RPIA,0.0,0.22512784600257874
AC027612.6,0.0008521354757249355,0.0
MAL,0.5163913369178772,0.26167500019073486
MRPS5,0.059841860085725784,0.07155337184667587
ZNF514,0.06451360881328583,0.009344464167952538
ZNF2,0.010384739376604557,0.02152360789477825
FAHD2A,0.22904996573925018,0.0
LINC00342,0.0,0.0
ANKRD36C,0.0076164258643984795,0.04750823602080345
DUSP2,0.01049188245087862,0.3133790194988251
STARD7,0.0017581243300810456,0.0014690724201500416
TMEM127,0.0,0.2784251570701599
CIAO1,0.054044369608163834,0.031517621129751205
SNRNP200,0.06795750558376312,0.17558152973651886
AC021188.4,0.0,0.20466101169586182
ITPRIPL1,0.08217399567365646,0.11196599900722504
NCAPH,0.00011324023944325745,0.30120381712913513
ARID5A,0.0,0.15588954091072083
KANSL3,0.00258611049503088,0.20815882086753845
LMAN2L,0.3424833416938782,0.14474672079086304
ANKRD39,0.0,0.2391471415758133
FAHD2B,0.24216479063034058,0.006776054389774799
ANKRD36,0.051367565989494324,0.10313791781663895
ANKRD36B,0.04894017428159714,0.0
COX5B,0.008460918441414833,0.0
ACTR1B,0.0,0.11651889979839325
ZAP70,0.0,0.0909271165728569
TMEM131,0.0136386314406991,0.24662315845489502
INPP4A,0.0,0.1535547375679016
COA5,0.0,0.1830422729253769
UNC50,0.008935568854212761,0.0
MGAT4A,0.037911560386419296,0.16985587775707245
AC109826.1,0.0,0.009163549169898033
TSGA10,0.08469885587692261,2.4324861442437395e-05
LIPT1,0.0,0.017403721809387207
MITD1,0.0,0.011629989370703697
LYG2,0.0,0.0
TXNDC9,0.0,0.07002371549606323
EIF5B,8.621710549050476e-06,0.0
REV1,0.0,0.0021718658972531557
PDCL3,0.06789887696504593,0.0956752672791481
RPL31,0.04516994580626488,0.0
CNOT11,0.0,0.065070740878582
RNF149,0.0,0.044105421751737595
SNORD89,0.0,0.03801427036523819
MAP4K4,0.01875842921435833,0.08395921438932419
IL18R1,0.16490279138088226,0.3473558723926544
IL18RAP,0.03252868354320526,0.10687019675970078
MFSD9,0.0,0.1336352825164795
TMEM182,6.370552000589669e-06,0.0
MRPS9,0.004219747614115477,0.14053122699260712
C2orf49,0.018401632085442543,0.023356886580586433
FHL2,0.0,0.12777990102767944
NCK2,0.009352250024676323,0.19182619452476501
UXS1,0.007228897884488106,0.2617218792438507
CD8BP,0.0,0.0
GCC2,0.0007864942890591919,0.0
AC012487.2,0.0,0.1628328114748001
