,promoter_R_sq,num_eig,num_peaks,num_sigpeaks,eigen0_R_sq,eigen1_R_sq,eigen2_R_sq,eigen3_R_sq,eigen4_R_sq,eigen5_R_sq,eigen6_R_sq,eigen7_R_sq,eigen8_R_sq,eigen9_R_sq,eigen10_R_sq,eigen11_R_sq,eigen12_R_sq,eigen13_R_sq,eigen14_R_sq
CSRP2BP,0,1,2.0,1.0,0.23836127618028963,,,,,,,,,,,,,,
ZNF133,0.023174379020929337,0,1.0,0.0,,,,,,,,,,,,,,,
DZANK1,0.022505804896354675,0,3.0,0.0,,,,,,,,,,,,,,,
POLR3F,0,1,1.0,1.0,0.2133172743982514,,,,,,,,,,,,,,
RBBP9,0.039482444524765015,0,2.0,0.0,,,,,,,,,,,,,,,
RPS19P1,0,0,3.0,0.0,0.08310995810642792,,,,,,,,,,,,,,
SEC23B,0.058865226805210114,0,3.0,0.0,0.05886521292291992,,,,,,,,,,,,,,
LINC00493,0.006217316724359989,0,1.0,0.0,,,,,,,,,,,,,,,
DTD1,0,1,4.0,0.0,0.22257135041709736,0.014075284129840139,,,,,,,,,,,,,
RP5-1068E13.7,0,0,1.0,0.0,0.06866262172368577,,,,,,,,,,,,,,
NAA20,0,0,1.0,0.0,0.12950101021312058,,,,,,,,,,,,,,
CRNKL1,0,0,1.0,0.0,0.07560414546735332,,,,,,,,,,,,,,
RALGAPA2,0,1,10.0,2.0,0.542373695862563,0.09770657197118274,0.027872297688317595,0.006411587552816615,,,,,,,,,,,
RPL24P2,0,0,3.0,0.0,0.16637785582715361,,,,,,,,,,,,,,
PLK1S1,0.006735154893249273,1,7.0,1.0,0.2802702289127297,0.14274629057668373,0.1362922334227617,,,,,,,,,,,,
RPS15AP1,0.013836861588060856,0,2.0,0.0,,,,,,,,,,,,,,,
XRN2,0.032932937145233154,0,3.0,0.0,0.07740687710433478,,,,,,,,,,,,,,
RPL41P1,0,0,1.0,0.0,,,,,,,,,,,,,,,
NXT1,0,0,1.0,0.0,,,,,,,,,,,,,,,
RP3-322G13.5,0.07041952013969421,1,3.0,1.0,0.25207414910196474,0.10487275878759474,,,,,,,,,,,,,
GZF1,0.022148681804537773,0,2.0,0.0,,,,,,,,,,,,,,,
NAPB,0,1,8.0,1.0,0.30999258161912197,0.04040340974504459,0.035401321369485955,0.004445689800100671,0.0036801123074431223,,,,,,,,,,
CST7,0,0,3.0,0.0,0.12749087652012747,0.008437127525620937,,,,,,,,,,,,,
APMAP,0,0,3.0,0.0,,,,,,,,,,,,,,,
ACSS1,0,1,5.0,0.0,0.22609270688046498,0.013693365643549286,0.0035485660029872385,,,,,,,,,,,,
ENTPD6,0.0802394449710846,1,5.0,2.0,0.26751986242818043,0.15114396897589844,0.03376167324904804,0.01694605649264456,,,,,,,,,,,
PYGB,0,1,7.0,2.0,0.5351871426091769,0.04176590758594329,,,,,,,,,,,,,
ABHD12,0.03419322147965431,1,7.0,1.0,0.2157539394585089,0.016596045474962465,,,,,,,,,,,,,
GINS1,0,0,3.0,0.0,0.16092857056835058,,,,,,,,,,,,,,
NANP,0,0,1.0,0.0,,,,,,,,,,,,,,,
ZNF337,0,0,3.0,0.0,,,,,,,,,,,,,,,
MIR663A,0.0286112017929554,0,3.0,0.0,,,,,,,,,,,,,,,
FRG1B,0.018887929618358612,0,3.0,0.0,0.14405134649784904,,,,,,,,,,,,,,
HM13,0.12611955404281616,0,8.0,0.0,0.15975630066705762,0.004841778654242304,,,,,,,,,,,,,
BCL2L1,0.0035751843824982643,1,10.0,1.0,0.28465629046216706,,,,,,,,,,,,,,
TPX2,0,2,9.0,3.0,0.4356891051484295,0.23529449650431367,0.008570352881724698,0.006079053679366396,0.0058174755605105,0.00035932241945615365,,,,,,,,,
PDRG1,0,0,1.0,0.0,,,,,,,,,,,,,,,
TM9SF4,9.9190030596219e-05,0,2.0,0.0,,,,,,,,,,,,,,,
PLAGL2,0,1,4.0,1.0,0.2702690383109728,,,,,,,,,,,,,,
POFUT1,0,1,2.0,1.0,0.21301778547735808,,,,,,,,,,,,,,
KIF3B,0,1,8.0,1.0,0.3567310411414843,0.003715300924647801,,,,,,,,,,,,,
ASXL1,0.030156349763274193,1,11.0,0.0,0.3112667568306795,0.02008186569801724,0.0024956160078268394,0.0012168700491203108,,,,,,,,,,,
C20orf112,0.0040028695948421955,1,9.0,2.0,0.6407366652213059,0.014303637386178425,,,,,,,,,,,,,
COMMD7,0.0006182615179568529,0,3.0,0.0,0.11378525160553617,,,,,,,,,,,,,,
MAPRE1,0,0,4.0,0.0,0.06166952567277668,,,,,,,,,,,,,,
RP5-1085F17.3,0,0,2.0,0.0,,,,,,,,,,,,,,,
CDK5RAP1,0,0,2.0,0.0,0.1902366646953786,0.006098934898297052,,,,,,,,,,,,,
SNTA1,0,1,2.0,2.0,0.41924763865614173,0.0007831907521168612,,,,,,,,,,,,,
CBFA2T2,0,1,10.0,1.0,0.5135449675797618,0.05438382306922188,0.014504084729398969,0.011898309503262535,0.0017955070059216954,0.0009128700382860499,,,,,,,,,
NECAB3,0.04559877887368202,0,4.0,0.0,,,,,,,,,,,,,,,
PXMP4,0,1,1.0,1.0,0.2565896843792317,,,,,,,,,,,,,,
ZNF341,0,1,5.0,1.0,0.2635256088509683,0.024188320479962905,,,,,,,,,,,,,
CHMP4B,0,1,7.0,0.0,0.2219673794968252,0.0027805633400667033,,,,,,,,,,,,,
RALY,0,1,9.0,1.0,0.5648940042896818,0.19445636695397517,0.01679545404757454,0.011137240408582393,0.011032489866452217,0.0009575424636484275,,,,,,,,,
EIF2S2,0,1,3.0,1.0,0.3125719461590593,0.023744199974368878,,,,,,,,,,,,,
RP4-785G19.2,0,0,2.0,0.0,,,,,,,,,,,,,,,
AHCY,0.043631572276353836,0,2.0,0.0,,,,,,,,,,,,,,,
ITCH,0,1,7.0,1.0,0.381708969408286,0.043102692228241944,0.014657921408992265,0.004300164597264884,1.2789727186948295e-06,,,,,,,,,,
ITCH-IT1,0.04148593917489052,0,2.0,0.0,0.09027393229510615,,,,,,,,,,,,,,
DYNLRB1,0,0,3.0,0.0,0.1447481432445514,4.496016471027943e-05,,,,,,,,,,,,,
MAP1LC3A,0.027809269726276398,0,3.0,0.0,0.18690801478039304,0.001718063066795489,,,,,,,,,,,,,
PIGU,0,0,5.0,0.0,0.18772693634646775,0.04726093138229624,0.03168514237180198,,,,,,,,,,,,
NCOA6,0,1,3.0,0.0,0.2464924767867147,0.0038922623987537163,,,,,,,,,,,,,
GSS,0,0,5.0,0.0,0.12837783436233724,0.019545752877392138,,,,,,,,,,,,,
TRPC4AP,0,2,11.0,0.0,0.29731133216046385,0.25348706307709695,0.00010477041068691418,,,,,,,,,,,,
EDEM2,0,0,8.0,0.0,0.09564276508937689,,,,,,,,,,,,,,
RP4-614O4.12,0,0,3.0,0.0,0.0500334243727711,,,,,,,,,,,,,,
MMP24-AS1,0,1,8.0,3.0,0.4960169235658405,0.020652393114545375,0.020622723329439742,0.008562867134767574,,,,,,,,,,,
EIF6,0,2,7.0,1.0,0.2561625083018033,0.22681998264749978,0.07178676980215404,0.0006271399926548768,,,,,,,,,,,
UQCC1,0.0003465821500867605,0,10.0,0.0,0.1555615156373966,0.056419669622335654,0.022875363334446303,0.0013059815616262578,,,,,,,,,,,
CEP250,0.1548968106508255,1,8.0,0.0,0.33835078498138715,0.0760589862901997,0.029535084365835927,0.01109257344675137,0.009691579998138454,,,,,,,,,,
RP3-477O4.14,0.038105372339487076,0,5.0,0.0,0.08364505498811142,,,,,,,,,,,,,,
ERGIC3,0.1006527692079544,0,4.0,0.0,0.1831293843736437,0.0007332861615805432,,,,,,,,,,,,,
SPAG4,0.19040372967720032,1,3.0,0.0,0.21943147565625432,0.012064681377151127,,,,,,,,,,,,,
CPNE1,0.04060608521103859,0,2.0,0.0,,,,,,,,,,,,,,,
RBM12,0,0,2.0,0.0,,,,,,,,,,,,,,,
NFS1,0,1,3.0,0.0,0.22222132617548257,0.0018256050425161433,,,,,,,,,,,,,
ROMO1,0,0,1.0,0.0,0.14130835864168798,,,,,,,,,,,,,,
RBM39,0,0,3.0,0.0,,,,,,,,,,,,,,,
RPF2P1,0,0,2.0,0.0,0.1755075434486321,,,,,,,,,,,,,,
PHF20,0,0,5.0,0.0,0.15483817722797644,0.0746397873187325,0.06867483210240492,0.03003436951612391,,,,,,,,,,,
SCAND1,0,0,1.0,0.0,,,,,,,,,,,,,,,
LINC00657,0,0,3.0,0.0,,,,,,,,,,,,,,,
AAR2,0,1,2.0,0.0,0.36492007236271445,0.004796142523322155,,,,,,,,,,,,,
DLGAP4,0.019411133602261543,1,7.0,0.0,0.21584992044910667,0.006315092914709015,,,,,,,,,,,,,
TGIF2,0,1,7.0,0.0,0.20301457058644207,0.014726982336086197,0.0020151351646448346,,,,,,,,,,,,
C20orf24,0,1,9.0,2.0,0.3057713978776867,0.12187083377707647,0.10174200069830419,0.03645196890020646,0.033953379377926446,0.0006668392537598274,,,,,,,,,
SLA2,0,1,5.0,0.0,0.20040122370121619,0.08158048897603962,0.06567098196891472,,,,,,,,,,,,
NDRG3,0.02916785515844822,1,6.0,2.0,0.45649163004559384,0.09076448037371673,0.054351615203331184,,,,,,,,,,,,
DSN1,0,1,2.0,1.0,0.6557670393585686,0.041342484127774616,,,,,,,,,,,,,
SOGA1,0.01996283233165741,0,8.0,0.0,0.05540389243244749,,,,,,,,,,,,,,
SAMHD1,0,0,10.0,0.0,0.19076371791044372,0.007743807309901866,,,,,,,,,,,,,
RBL1,0,0,7.0,1.0,0.17722374512980243,0.1734540613031288,0.1490455744639228,0.11498426314147246,,,,,,,,,,,
MROH8,0,1,5.0,1.0,0.5057493815594812,0.14404013863228207,,,,,,,,,,,,,
RPN2,0,1,4.0,0.0,0.2736419884669936,0.0014503393932912,,,,,,,,,,,,,
MANBAL,0.19223052263259888,1,6.0,2.0,0.45150646917197235,0.0014800925906375186,4.418985009204519e-05,,,,,,,,,,,,
BLCAP,0.015534106642007828,0,3.0,0.0,0.08515688078119962,,,,,,,,,,,,,,
CTNNBL1,0.0005036421935074031,0,3.0,0.0,0.05607976029449086,,,,,,,,,,,,,,
TTI1,0,0,3.0,0.0,0.10764011000986548,,,,,,,,,,,,,,
RPRD1B,0,0,5.0,0.0,0.10327757746863986,,,,,,,,,,,,,,
SNHG17,0,0,1.0,0.0,,,,,,,,,,,,,,,
SNHG11,0,1,2.0,0.0,0.21946923913911676,0.01699052648880658,,,,,,,,,,,,,
RALGAPB,0,1,4.0,2.0,0.48188326030041867,0.024139784042533023,,,,,,,,,,,,,
ACTR5,0,0,2.0,0.0,0.17239097497227795,0.004389461672074848,,,,,,,,,,,,,
PPP1R16B,0,1,14.0,3.0,0.4059786752841942,0.15255956486953348,0.003703276049261151,0.0008582974273747149,,,,,,,,,,,
DHX35,0.02188686840236187,1,5.0,1.0,0.4266007392865752,0.02164074753739023,0.02034011948590623,,,,,,,,,,,,
TOP1,0,1,14.0,2.0,0.49814420298671536,0.005165936923304494,0.00011903540114541841,,,,,,,,,,,,
PLCG1,0.3000786304473877,1,9.0,2.0,0.340216103458748,0.06943981729085619,0.052300163381443276,0.0003672347010714006,,,,,,,,,,,
CHD6,0,0,3.0,0.0,0.0654161204470858,,,,,,,,,,,,,,
SRSF6,0,0,1.0,0.0,,,,,,,,,,,,,,,
IFT52,0.024165550246834755,0,1.0,0.0,,,,,,,,,,,,,,,
TOX2,0.36537349224090576,1,12.0,3.0,0.4805878294890036,0.040679508662085376,0.028849030203908204,0.012653799113094262,,,,,,,,,,,
OSER1,0,0,2.0,0.0,0.0822259220948469,,,,,,,,,,,,,,
OSER1-AS1,0,0,4.0,0.0,,,,,,,,,,,,,,,
TTPAL,0.016319692134857178,0,4.0,0.0,,,,,,,,,,,,,,,
SERINC3,0,0,4.0,0.0,0.1360625551625167,0.004104022186924741,0.00021411084095142085,,,,,,,,,,,,
PKIG,0,0,9.0,0.0,0.1693478935631377,0.1094335603629193,0.06063110517240904,0.005862169038792639,,,,,,,,,,,
ADA,0.17258204519748688,0,8.0,0.0,0.19941681780834233,0.08674139441000701,0.04523824375537996,,,,,,,,,,,,
RP11-445H22.3,0,1,7.0,2.0,0.3670323356906434,0.008292553635613055,0.0043431839466766325,0.0037037961150056314,,,,,,,,,,,
YWHAB,0.001826054067350924,1,4.0,1.0,0.41033997819083246,0.008203192002699575,0.007261130198152928,,,,,,,,,,,,
PABPC1L,0.014284125529229641,1,5.0,2.0,0.4499407000106663,8.968496032700558e-08,,,,,,,,,,,,,
TOMM34,0,0,4.0,0.0,0.16700665542477802,6.17398253828015e-05,,,,,,,,,,,,,
STK4,0.0030084343161433935,0,9.0,1.0,0.15894971438668487,0.08276897778675077,0.08197911867980856,,,,,,,,,,,,
SDC4,0,1,7.0,2.0,0.48560800023811496,0.019065293061897096,0.00286989593225145,,,,,,,,,,,,
SYS1,0,1,8.0,1.0,0.23630496709584609,0.10677147168623868,0.027052678795143916,0.01656157754499928,0.008985008708461044,,,,,,,,,,
PIGT,0,1,6.0,1.0,0.3163813756451604,0.09546176389433918,0.03665890675814628,,,,,,,,,,,,
DNTTIP1,0,1,3.0,0.0,0.25933389688623887,0.0042086915849947025,,,,,,,,,,,,,
ACOT8,0,1,4.0,0.0,0.23801219586956246,0.009569745013861283,,,,,,,,,,,,,
ZSWIM1,0.1335393488407135,0,4.0,0.0,0.1539308036965109,0.002355816010728998,,,,,,,,,,,,,
CTSA,0.12638349831104279,0,4.0,0.0,0.12638347320096335,,,,,,,,,,,,,,
PCIF1,0.19200283288955688,1,5.0,1.0,0.3337941296700364,0.14882175897013727,0.022589855192141507,0.0011715724902939344,,,,,,,,,,,
ZNF335,0,2,9.0,2.0,0.31678452868334267,0.24569258864543136,0.03174419735196829,,,,,,,,,,,,
SLC12A5,0,2,7.0,2.0,0.2710294135865561,0.24038316043975075,0.020912187377624795,,,,,,,,,,,,
NCOA5,0,1,3.0,0.0,0.28542104507019955,0.00238163774905037,,,,,,,,,,,,,
SLC35C2,0,1,2.0,0.0,0.22463387571746116,0.0003759588929373816,,,,,,,,,,,,,
ELMO2,0,1,2.0,1.0,0.3977567651812192,0.12319159781902515,,,,,,,,,,,,,
TP53RK,0,1,1.0,1.0,0.32048186789436434,,,,,,,,,,,,,,
ZMYND8,0.04683598875999451,1,14.0,2.0,0.4894601009951839,0.03368527244609826,0.014314879858926677,0.006547026472748439,0.0058437527415886445,,,,,,,,,,
AL031666.2,0.033244092017412186,1,5.0,0.0,0.6142513151066843,5.3921417551937776e-05,,,,,,,,,,,,,
RP4-569M23.4,0,2,6.0,1.0,0.3118443115754023,0.28770017702438017,3.729190631399775e-05,,,,,,,,,,,,
NCOA3,0.017031146213412285,2,16.0,0.0,0.2190635674669112,0.2035662372468233,0.10362630894572673,0.054469198594362965,0.04051302142709013,0.01910983301681569,0.011598889172831459,0.0018337799639698204,,,,,,,
SULF2,0.0182992834597826,1,6.0,1.0,0.2267331202779346,0.06524751844171445,,,,,,,,,,,,,
PREX1,0.0065006655640900135,0,21.0,1.0,0.16017080163529498,0.130749788319543,0.1127732827505164,0.07857044925939655,0.06544078155955504,0.011919146848244742,0.007372967213144945,,,,,,,,
ARFGEF2,0,0,6.0,0.0,0.18067388250886518,0.008120974641768853,1.8446485161419e-05,,,,,,,,,,,,
CSE1L,0,1,4.0,0.0,0.2629006635823316,0.015594987604575047,,,,,,,,,,,,,
STAU1,0,1,9.0,0.0,0.20282272281339686,0.07845909088779154,0.009054651936999007,,,,,,,,,,,,
ARPC3P1,0,0,5.0,0.0,0.12151281492709937,,,,,,,,,,,,,,
DDX27,0,0,5.0,0.0,0.16105366701980187,0.0707566588342022,0.04327786090255086,,,,,,,,,,,,
ZNFX1,0,1,8.0,0.0,0.3490929582636237,0.00029647282378763467,,,,,,,,,,,,,
ZFAS1,8.632721204548943e-08,1,4.0,2.0,0.34493825645661413,0.06982853818126095,0.01398086393302742,,,,,,,,,,,,
PTGIS,0.0671171024441719,1,14.0,1.0,0.3432685418476443,0.14092607972675428,0.06335216370392248,0.05851858777508166,0.05150448334324706,0.038971931727035516,0.02653025703156961,0.003809948983153499,0.0019610963320949976,0.0013637503964755687,0.00043783475702559353,,,,
B4GALT5,0,1,13.0,2.0,0.3117448222680741,0.07234994593789083,0.02538739443679255,0.009847891741638679,0.009666514017326927,,,,,,,,,,
SLC9A8,0.07367171347141266,1,11.0,1.0,0.23808917894645812,0.1385240363591587,0.031356162215447646,0.00011737468323844936,,,,,,,,,,,
SPATA2,0.015344472602009773,0,2.0,0.0,,,,,,,,,,,,,,,
RNF114,0,1,5.0,1.0,0.24090712571412962,0.022904879654406886,,,,,,,,,,,,,
UBE2V1,0.0123977642506361,1,7.0,1.0,0.2296510053690301,,,,,,,,,,,,,,
TMEM189,0,2,11.0,0.0,0.30497330598887185,0.206812079821734,0.00886032808549275,0.007345209123257609,,,,,,,,,,,
CEBPB,0,1,5.0,1.0,0.23909004509238552,0.0215097874929559,,,,,,,,,,,,,
PTPN1,0,1,17.0,2.0,0.2815096838163528,0.09676798051622414,0.025995417297844246,0.017282727522922075,0.00881303504187902,0.0020532740791071947,0.0001837900297105659,,,,,,,,
Y_RNA-448,0,0,5.0,0.0,0.18310830668168254,0.11157967676601742,0.047686467522456234,0.0001577206476079304,,,,,,,,,,,
PARD6B,0.0004000435583293438,0,2.0,0.0,0.10798258405381557,,,,,,,,,,,,,,
BCAS4,0.2567695677280426,1,6.0,2.0,0.45353133229698933,0.0499293562184976,0.0285426931783292,0.01757633814568865,0.003443550499546392,,,,,,,,,,
ADNP,0,1,2.0,1.0,0.21793759864093398,,,,,,,,,,,,,,
RP5-914P20.5,0,0,2.0,0.0,,,,,,,,,,,,,,,
DPM1,0.0654582530260086,0,3.0,0.0,0.15212562670155244,4.2045700102553094e-05,,,,,,,,,,,,,
MOCS3,0,1,3.0,1.0,0.3331460918616963,0.07867762038113775,,,,,,,,,,,,,
NFATC2,0,1,20.0,2.0,0.297958688485712,0.1934980505361629,0.05196363750365682,0.05051296579293812,0.01940362095252254,0.002420155929400251,0.0010395888058105061,0.0008723816193517473,8.25237305745234e-05,,,,,,
ZFP64,0.006583905778825283,0,5.0,0.0,0.122477962440568,0.024800910823851725,,,,,,,,,,,,,
ZNF217,0.1553158313035965,1,7.0,0.0,0.20808862318178892,0.004035966316336106,,,,,,,,,,,,,
PFDN4,0.06806616485118866,0,2.0,0.0,0.06806616077220351,,,,,,,,,,,,,,
RPL12P4,0,0,0.0,0.0,,,,,,,,,,,,,,,
FAM210B,0.00032742071198299527,0,3.0,0.0,,,,,,,,,,,,,,,
AURKA,0,1,8.0,1.0,0.4280886973509172,0.06770618979115993,0.04301298992310633,0.010605125332463126,0.0067653753879736945,,,,,,,,,,
CSTF1,0,1,4.0,0.0,0.24269356337447026,0.042110727687596376,0.016289225977384674,,,,,,,,,,,,
CASS4,0.023639699444174767,1,11.0,1.0,0.27847707462756277,0.08523318105478486,0.07805093636057572,0.0745741897959585,0.05418568519534464,0.02497204528048626,0.014617676881754776,,,,,,,,
RPL39P,0,1,4.0,0.0,0.26165201023383583,0.07358261548184446,0.026014753123494817,,,,,,,,,,,,
AL121914.1,0.022607050836086273,0,3.0,0.0,0.1748608544553396,,,,,,,,,,,,,,
RTFDC1,0.19368863105773926,1,9.0,1.0,0.28689429780797215,0.06470099758189798,0.012607792182246053,0.00042256575635139435,,,,,,,,,,,
RPS4XP3,0,0,1.0,0.0,0.15728646864484944,,,,,,,,,,,,,,
RAE1,0.365139901638031,1,3.0,1.0,0.3222201759166355,0.06933879036230259,0.0008358263053836069,,,,,,,,,,,,
MTRNR2L3,0,1,5.0,0.0,0.49362726234122656,0.08387728072856394,0.00902382250948452,,,,,,,,,,,,
RBM38,0.02723035216331482,0,7.0,0.0,0.18547742790497052,0.0008598729228898822,,,,,,,,,,,,,
HMGB1P1,0,1,1.0,1.0,0.2072130752709011,,,,,,,,,,,,,,
ZBP1,0,0,5.0,0.0,0.13731536945947073,0.06815845504518493,0.04815985447141438,,,,,,,,,,,,
PMEPA1,0,1,4.0,1.0,0.5723894016280708,,,,,,,,,,,,,,
PPP4R1L,0.06063929200172424,1,7.0,1.0,0.21939615972829488,0.09926944799007084,0.05426861488383671,0.02868402834832052,,,,,,,,,,,
RAB22A,0,1,3.0,1.0,0.24741639036561688,0.04768446487168511,,,,,,,,,,,,,
VAPB,0.005726685747504234,1,4.0,0.0,0.4868045151386005,0.00033296152564599694,,,,,,,,,,,,,
STX16,0,0,2.0,0.0,0.10303034777395334,,,,,,,,,,,,,,
NPEPL1,0.14552469551563263,1,5.0,0.0,0.21257171670626696,7.621969236368549e-05,,,,,,,,,,,,,
GNAS,0.13916189968585968,1,15.0,0.0,0.21921672584592672,0.05943015915525146,0.019774619723704177,,,,,,,,,,,,
NELFCD,0,1,3.0,1.0,0.2582498934478662,,,,,,,,,,,,,,
TUBB1,0,0,4.0,0.0,,,,,,,,,,,,,,,
ATP5E,0.27315691113471985,1,3.0,2.0,0.29693647754307406,0.07736064385237808,0.019014764447727768,,,,,,,,,,,,
SLMO2,0.07926712185144424,1,4.0,1.0,0.34709082074346953,0.04952839714079524,,,,,,,,,,,,,
ZNF831,0,0,12.0,0.0,0.133115883637726,0.0002442874599992612,,,,,,,,,,,,,
FAM217B,0,0,2.0,0.0,,,,,,,,,,,,,,,
PPP1R3D,0,0,2.0,0.0,0.13848175943261995,,,,,,,,,,,,,,
C20orf197,0,0,2.0,0.0,,,,,,,,,,,,,,,
RP5-1043L13.1,0.09647686779499054,0,7.0,0.0,0.16983237453125874,0.027451579557224347,0.016307827262127775,,,,,,,,,,,,
TAF4,0.1884041130542755,0,7.0,0.0,0.18840417466766005,,,,,,,,,,,,,,
LSM14B,0,0,2.0,0.0,0.10708563441940797,,,,,,,,,,,,,,
PSMA7,0,1,3.0,0.0,0.48253159713737237,0.0020386230159781123,,,,,,,,,,,,,
SS18L1,0.09411797672510147,0,5.0,0.0,0.09411800080072381,,,,,,,,,,,,,,
MTG2,0.010270139202475548,0,4.0,0.0,,,,,,,,,,,,,,,
OSBPL2,0,1,3.0,1.0,0.3087234767639817,,,,,,,,,,,,,,
ADRM1,0.0016511279391124845,0,2.0,0.0,,,,,,,,,,,,,,,
RPS21,0.010417389683425426,0,6.0,1.0,0.16187560723897138,0.04973599457811506,,,,,,,,,,,,,
CABLES2,0,0,1.0,0.0,0.15914526253156702,,,,,,,,,,,,,,
SLCO4A1,0,1,2.0,0.0,0.36617214568414036,0.0017192410609968595,,,,,,,,,,,,,
MRGBP,0,0,5.0,0.0,0.14199017730945426,,,,,,,,,,,,,,
OGFR,0.14391718804836273,1,7.0,0.0,0.22387673227151997,0.0752157507437874,0.0005267837012413619,,,,,,,,,,,,
DIDO1,0.00966689083725214,1,13.0,1.0,0.30846594505679387,0.17539595768470312,0.08391944271073948,0.07322037156215963,0.008027298143229698,,,,,,,,,,
GID8,0,0,8.0,0.0,0.06503760526544765,,,,,,,,,,,,,,
SLC17A9,0,1,8.0,3.0,0.4745203722866937,0.03335373298771266,0.03069726407443066,0.01757507325047329,1.423952868538651e-05,,,,,,,,,,
YTHDF1,0.0612189918756485,0,2.0,0.0,0.09027326956607261,0.00030337392809955024,,,,,,,,,,,,,
ARFGAP1,0.17957410216331482,1,4.0,1.0,0.3878140162716285,0.01897452125358301,0.0011879524476954533,,,,,,,,,,,,
PPDPF,0,1,3.0,1.0,0.2196119380846066,,,,,,,,,,,,,,
HELZ2,0.037801630795001984,0,4.0,0.0,0.059617928552310635,,,,,,,,,,,,,,
GMEB2,0,0,3.0,0.0,0.1613993702010129,0.01006745547678528,,,,,,,,,,,,,
CTD-3184A7.4,0,1,1.0,1.0,0.26602033133178565,,,,,,,,,,,,,,
STMN3,0,0,5.0,0.0,0.09446311151914612,,,,,,,,,,,,,,
ARFRP1,0,0,3.0,0.0,0.05511692739155779,,,,,,,,,,,,,,
ZGPAT,0,1,5.0,0.0,0.27659739350034773,0.0036715754197126447,,,,,,,,,,,,,
LIME1,0,1,4.0,0.0,0.20340698599051923,0.04432622373280589,0.023598855562277924,,,,,,,,,,,,
SLC2A4RG,0,0,4.0,0.0,0.18938756080471797,,,,,,,,,,,,,,
ABHD16B,0,0,1.0,0.0,,,,,,,,,,,,,,,
TPD52L2,0,0,1.0,0.0,,,,,,,,,,,,,,,
DNAJC5,0,0,2.0,0.0,,,,,,,,,,,,,,,
UCKL1,0.00017776223830878735,0,6.0,0.0,0.07101474931197872,,,,,,,,,,,,,,
SAMD10,0.14147336781024933,1,4.0,0.0,0.25186777446917435,0.0003027189319213176,,,,,,,,,,,,,
PRPF6,0,1,9.0,1.0,0.21550735498258333,0.03692035393626888,0.0010964466452064185,,,,,,,,,,,,
TCEA2,0.19645196199417114,1,9.0,0.0,0.4806395679399367,0.00014465069192348936,,,,,,,,,,,,,
RGS19,0.17704424262046814,1,5.0,0.0,0.2888499368622571,0.01407698991280521,,,,,,,,,,,,,
PCMTD2,0.02806861698627472,1,4.0,1.0,0.23554799734839768,,,,,,,,,,,,,,
TEKT4P2,0.2782217562198639,1,5.0,5.0,0.4826346396865871,0.03473996650878421,0.023931325850866544,0.017798823064592822,0.014287349586869953,,,,,,,,,,
HSPA13,0,0,1.0,0.0,,,,,,,,,,,,,,,
SAMSN1,0,1,14.0,1.0,0.2931004772211206,0.15421430486573068,0.06997884690027464,0.05006671252127503,0.008971442216649016,5.612246698670459e-06,,,,,,,,,
SAMSN1-AS1,0.08004307001829147,1,11.0,0.0,0.2050649972326344,0.07317528176186623,0.054521550260167126,0.03143357872774149,,,,,,,,,,,
AF165138.7,0.011483162641525269,1,9.0,0.0,0.2041623293341414,0.09571973906250597,0.05968046643222792,0.038840855350423996,,,,,,,,,,,
AF127936.5,0.19640225172042847,1,2.0,1.0,0.5853561424419967,0.042423397544329125,,,,,,,,,,,,,
NRIP1,0.002821496454998851,0,3.0,0.0,,,,,,,,,,,,,,,
USP25,0.008251902647316456,1,11.0,1.0,0.20232505509247464,,,,,,,,,,,,,,
BTG3,0,1,2.0,1.0,0.3862418869545724,0.02474417119978109,,,,,,,,,,,,,
C21orf91,0,0,7.0,0.0,0.05944148383625854,,,,,,,,,,,,,,
PPIAP22,0,0,1.0,0.0,,,,,,,,,,,,,,,
AP000568.2,0,0,0.0,0.0,,,,,,,,,,,,,,,
AP000476.1,0,1,2.0,1.0,0.3518333492663977,0.05703222934352629,,,,,,,,,,,,,
RPL13AP7,0,0,1.0,0.0,0.09275004350641171,,,,,,,,,,,,,,
LINC00158,0,1,9.0,2.0,0.3124265700424668,0.12460998376803087,0.02986560606957334,0.029445237777189846,0.009304840325359966,,,,,,,,,,
MIR155HG,0.01881706528365612,1,5.0,0.0,0.23291023304569308,0.003941078563994221,,,,,,,,,,,,,
MRPL39,0,0,1.0,0.0,,,,,,,,,,,,,,,
ATP5J,0,0,5.0,0.0,0.18021112727995206,0.0023225026468445178,,,,,,,,,,,,,
GABPA,0,1,6.0,1.0,0.40524166574500625,0.02140794066852803,,,,,,,,,,,,,
APP,0,3,11.0,5.0,0.449380932437153,0.22510077811252843,0.21621997414531283,0.034010538570134384,0.023536732406795637,0.011622833336819762,0.0029536752899001115,,,,,,,,
AF131217.1,0,0,4.0,0.0,0.18398158516430851,3.42676628936243e-05,,,,,,,,,,,,,
N6AMT1,0,0,0.0,0.0,,,,,,,,,,,,,,,
LTN1,0,1,3.0,1.0,0.31740974666400895,,,,,,,,,,,,,,
RWDD2B,0,0,2.0,0.0,,,,,,,,,,,,,,,
USP16,0,0,3.0,0.0,0.14391949299169826,,,,,,,,,,,,,,
CCT8,0,0,3.0,0.0,,,,,,,,,,,,,,,
