gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,on_ratio,pathway
TEPP,1279.25,50.91,TEPP,True,1640.0,16.444444444444443,870.7777777777778,1.5952432150085087,False,4,0.9638814,0.6749228,55.55555555555556,8.6749325,2.2695382,0.2222222222222222,
USB1,1136.0666666666666,49.63,USB1,False,,35.888888888888886,1100.1111111111113,0.771131686235807,False,7,1.8071153,1.0321574,22.22222222222222,16.264038,2.8486257,0.5555555555555556,
C16orf80,817.8571428571429,44.93,C16orf80,True,981.0,361.6666666666667,107341.99999999997,1.772443499132498,False,9,4.7152925,1.7431455,0.0,42.437634,3.7713263,1.0,
RP11-459F6.3,577.0,44.03,RP11-459F6.3,True,3249.0,3.888888888888889,136.11111111111111,1.3583794634264597,False,1,0.2924857,0.25656727,88.88888888888889,2.6323714,1.2898858,0.1111111111111111,
CSNK2A2,1738.1666666666667,41.31,CSNK2A2,False,,472.55555555555554,39969.27777777778,0.8437646270495652,False,9,4.3637743,1.6796678,0.0,39.273968,3.6957054,1.0,
GINS3,1192.7,41.93,GINS3,True,3291.0,36.44444444444444,1973.5277777777778,1.3556698762767276,False,5,1.343698,0.85173005,44.44444444444444,12.093283,2.5720992,0.4444444444444444,
SETD6,1232.1538461538462,49.48000000000001,SETD6,True,2884.0,6.666666666666667,319.0,1.3895197107473383,False,2,0.39993912,0.33642876,77.77777777777779,3.599452,1.5259372,0.1111111111111111,
CNOT1,1998.0,41.440000000000026,CNOT1,False,,359.1111111111111,21752.111111111135,0.7002359934988083,False,9,3.9568138,1.6007632,0.0,35.611324,3.6003575,1.0,
SLC38A7,1461.5,52.77999999999998,SLC38A7,True,2573.0,41.0,2420.25,1.4257518706148375,False,6,1.6061059,0.95785713,33.333333333333336,14.454953,2.7379296,0.3333333333333333,
GOT2,1204.7142857142858,44.18,GOT2,True,436.0,95.55555555555556,16396.777777777777,2.095454305361635,False,6,2.1980095,1.1625286,33.333333333333336,19.782085,3.0340912,0.6666666666666666,
TK2,1439.9,49.539999999999985,TK2,False,,27.666666666666668,841.4999999999999,0.835592025311083,False,9,1.6025157,0.95647854,0.0,14.422642,2.7358367,0.2222222222222222,
CKLF,532.875,41.69,CKLF,False,,414.0,19219.999999999993,0.49847671982020614,False,9,5.4591107,1.8654916,0.0,49.131996,3.9146595,1.0,
CMTM3,1123.625,58.840000000000025,CMTM3,False,,118.0,3754.749999999999,0.5902267547668454,False,9,3.3810816,1.4772956,0.0,30.429733,3.4477544,0.8888888888888888,
DYNC1LI2,1118.375,45.09000000000002,DYNC1LI2,False,,65.77777777777777,2394.6944444444453,0.7976758965306024,False,9,2.7427528,1.3198214,0.0,24.684774,3.2458985,0.6666666666666666,
NAE1,850.3181818181819,46.309999999999974,NAE1,True,1972.0,327.22222222222223,41371.69444444444,1.5307982459767706,False,9,4.523295,1.7089746,0.0,40.709656,3.7307327,1.0,
RP11-61A14.1,434.0,54.54,RP11-61A14.1,True,5959.0,5.111111111111111,127.8611111111111,1.2742553646694177,False,2,0.5978701,0.46867156,77.77777777777779,5.380831,1.8532983,0.1111111111111111,
PDP2,1052.375,48.25,PDP2,True,6419.0,5.0,116.49999999999999,1.2002583633703534,False,2,0.4964866,0.4031201,77.77777777777779,4.4683795,1.6989824,0.1111111111111111,
RP11-61A14.3,1316.0,41.04,RP11-61A14.3,True,6346.0,15.777777777777779,560.6944444444445,1.209583828870882,False,4,0.8880414,0.63554,55.55555555555556,7.9923725,2.1963768,0.2222222222222222,
FAM96B,659.3333333333334,55.74,FAM96B,False,,763.2222222222222,75305.44444444458,0.7295485040566397,False,9,5.8402767,1.9228282,0.0,52.562492,3.980849,1.0,
CES2,1432.75,55.49,CES2,False,,22.11111111111111,619.6111111111113,0.8370177964530805,False,6,1.2291241,0.80160874,33.333333333333336,11.062117,2.4900696,0.2222222222222222,
CBFB,1177.6666666666667,40.449999999999996,CBFB,False,,358.22222222222223,19995.444444444427,0.6460903438086519,False,9,4.5016294,1.7050443,0.0,40.514664,3.7260468,1.0,
E2F4,954.4615384615385,56.54999999999999,E2F4,True,1905.0,39.888888888888886,2526.1111111111118,1.5418044684496583,False,7,1.9587569,1.0847692,22.22222222222222,17.628813,2.9247096,0.3333333333333333,
LRRC29,1105.3333333333333,53.459999999999994,LRRC29,True,3350.0,3.5555555555555554,113.77777777777777,1.3511324641776745,False,1,0.30918348,0.26940364,88.88888888888889,2.7826514,1.3304251,0.1111111111111111,
TMEM208,777.0,55.38,TMEM208,False,,283.55555555555554,11308.277777777792,0.5169312458549282,False,9,4.669548,1.7351094,0.0,42.025932,3.761803,1.0,
FHOD1,1491.0,56.61999999999999,FHOD1,True,484.0,43.22222222222222,3722.6944444444453,2.05132228017076,False,7,1.5086217,0.91973346,22.22222222222222,13.577595,2.6794858,0.2222222222222222,
ATP6V0D1,1208.111111111111,53.77999999999998,ATP6V0D1,True,2140.0,296.0,34949.5,1.500516652283861,False,9,4.1719894,1.6432574,0.0,37.547905,3.6519017,1.0,
RP11-297D21.4,621.0,53.85,RP11-297D21.4,True,845.0,21.22222222222222,1302.9444444444446,1.8218507974953453,False,3,1.1742929,0.77670354,66.66666666666667,10.568636,2.4482977,0.3333333333333333,
CTD-2012K14.6,656.5,50.04,CTD-2012K14.6,True,6839.0,5.777777777777778,136.69444444444446,1.138836240252092,False,3,0.70353645,0.5327064,66.66666666666667,6.331828,1.9922249,0.1111111111111111,
CTCF,2848.0,45.32,CTCF,False,,159.88888888888889,7695.111111111112,0.7966391418811474,False,9,2.809495,1.3374966,0.0,25.285454,3.2690158,0.7777777777777778,
RLTPR,1653.5833333333333,62.899999999999984,RLTPR,True,2004.0,18.444444444444443,1040.5277777777778,1.5242425550350367,False,4,0.8051758,0.59065795,55.55555555555556,7.246582,2.109799,0.1111111111111111,
ACD,1183.6923076923076,61.99,ACD,True,1487.0,47.22222222222222,5107.444444444443,1.630587236965264,False,7,1.7580508,1.0145242,22.22222222222222,15.822457,2.8227148,0.3333333333333333,
PARD6A,1240.0,63.23,PARD6A,True,2677.0,16.555555555555557,698.7777777777776,1.4108776052482537,False,4,0.86661065,0.6241243,55.55555555555556,7.7994957,2.1746943,0.2222222222222222,
ENKD1,934.5714285714286,60.38,ENKD1,True,2375.0,7.777777777777778,544.4444444444445,1.4603524839190438,False,1,0.33309343,0.28750214,88.88888888888889,2.997841,1.3857545,0.1111111111111111,
GFOD2,1894.2857142857142,46.49,GFOD2,True,1824.0,28.22222222222222,2521.9444444444443,1.5590272020687934,False,5,1.0908152,0.737554,44.44444444444444,9.817337,2.3811502,0.1111111111111111,
RANBP10,2072.181818181818,49.74,RANBP10,True,6877.0,15.555555555555555,515.2777777777778,1.1335003147987075,False,6,0.80904883,0.5928012,33.333333333333336,7.2814393,2.1140168,0.1111111111111111,
CENPT,1072.75,53.76999999999999,CENPT,True,1592.0,22.444444444444443,1411.5277777777778,1.606367881949213,False,4,1.0586381,0.72204465,55.55555555555556,9.527742,2.354014,0.1111111111111111,
THAP11,1885.0,59.95,THAP11,True,6349.0,46.44444444444444,2396.2777777777783,1.209128611161543,False,7,1.6166409,0.9618914,22.22222222222222,14.549768,2.7440457,0.4444444444444444,
NUTF2,1173.875,51.22000000000001,NUTF2,True,1821.0,658.3333333333334,125981.99999999994,1.5593704648242332,False,9,5.0611687,1.8019027,0.0,45.550518,3.840538,1.0,
PSMB10,833.0,61.36999999999999,PSMB10,True,2819.0,220.44444444444446,22428.027777777774,1.396380454672519,False,9,4.318529,1.6711968,0.0,38.86676,3.6855428,1.0,
LCAT,760.2222222222222,58.67000000000001,LCAT,True,3075.0,4.555555555555555,186.77777777777777,1.3723271516024955,False,1,0.3040187,0.2654508,88.88888888888889,2.7361684,1.3180606,0.1111111111111111,
DPEP2,1201.3,54.36,DPEP2,True,1467.0,10.555555555555555,440.27777777777777,1.634607734840334,False,2,0.53880334,0.43100506,77.77777777777779,4.84923,1.76631,0.2222222222222222,
DUS2,932.6875,48.49,DUS2,False,,92.88888888888889,3706.1111111111104,0.8013604924354503,False,8,3.0456192,1.3976346,11.111111111111116,27.410574,3.3467615,0.7777777777777778,
DDX28,2592.0,57.21,DDX28,False,,33.666666666666664,1250.75,0.9536318016987655,False,7,1.2912788,0.8291101,22.22222222222222,11.62151,2.5354025,0.1111111111111111,
NFATC3,3305.0,41.52999999999998,NFATC3,False,,165.55555555555554,4058.7777777777837,0.4001484974418539,False,9,2.776665,1.3288413,0.0,24.989985,3.2577112,0.7777777777777778,
SLC7A6,1639.9333333333334,47.79999999999999,SLC7A6,False,,33.0,923.5,0.7230921530318384,False,8,1.5784286,0.94718015,11.111111111111116,14.205857,2.7216806,0.2222222222222222,
SLC7A6OS,2074.2,47.19,SLC7A6OS,True,6963.0,34.333333333333336,1510.4999999999998,1.1222992328620554,False,5,1.2534022,0.8124412,44.44444444444444,11.28062,2.5080223,0.1111111111111111,
PRMT7,1236.2857142857142,48.589999999999996,PRMT7,True,1161.0,27.11111111111111,1678.6111111111113,1.7133818698994245,False,4,1.1058017,0.74469626,55.55555555555556,9.952215,2.3935418,0.2222222222222222,
ZFP90,1511.111111111111,44.63999999999999,ZFP90,True,1604.0,42.77777777777778,5008.194444444444,1.603686329018053,False,6,1.4869044,0.9110387,33.333333333333336,13.382139,2.665987,0.1111111111111111,
TANGO6,1108.2,43.07999999999999,TANGO6,False,,12.555555555555555,326.2777777777778,0.9603496998929106,False,4,0.9608522,0.6733792,55.55555555555556,8.64767,2.2667165,0.2222222222222222,
CHTF8,1154.0,48.17000000000001,CHTF8,False,,13.555555555555555,118.77777777777776,0.31522291012800696,False,7,1.3240043,0.8432917,22.22222222222222,11.9160385,2.5584698,0.1111111111111111,
CIRH1A,1102.6875,43.98000000000001,CIRH1A,True,5042.0,113.44444444444444,7885.527777777779,1.3068835695313785,False,8,3.0567641,1.4003856,11.111111111111116,27.510878,3.3502858,0.8888888888888888,
SNTB2,2202.3333333333335,41.92000000000001,SNTB2,False,,46.77777777777778,830.6944444444443,0.4155370015826894,False,9,1.8429533,1.0448434,0.0,16.58658,2.8671362,0.1111111111111111,
VPS4A,1409.0,55.09,VPS4A,True,1269.0,62.333333333333336,4742.75,1.68524944898967,False,8,2.1325324,1.1418418,11.111111111111116,19.192791,3.0053256,0.4444444444444444,
NIP7,1055.125,45.709999999999994,NIP7,True,807.0,170.0,25965.249999999996,1.840577719619009,False,8,3.4192154,1.4859622,11.111111111111116,30.77294,3.458615,0.8888888888888888,
TERF2,1140.5384615384614,44.290000000000006,TERF2,False,,61.77777777777778,2518.1944444444443,0.9046304906886758,False,9,2.7070572,1.3102384,0.0,24.363516,3.2333117,0.6666666666666666,
CYB5B,2120.285714285714,39.78000000000001,CYB5B,True,6941.0,581.8888888888889,74375.36111111107,1.1259418190808133,False,9,4.3706913,1.6809566,0.0,39.33622,3.69725,1.0,
NQO1,1395.7142857142858,47.089999999999996,NQO1,True,7278.0,277.8888888888889,22992.61111111109,1.0822845586659648,False,9,4.01625,1.6126827,0.0,36.14625,3.614863,1.0,
NOB1,835.6666666666666,48.27,NOB1,True,7428.0,43.22222222222222,1931.6944444444443,1.0644246825802308,False,7,2.1720164,1.1543674,22.22222222222222,19.548147,3.022771,0.4444444444444444,
WWP2,1676.0454545454545,45.600000000000016,WWP2,False,,37.666666666666664,807.2500000000003,0.5309872614684952,False,7,1.6902715,0.98964214,22.22222222222222,15.212443,2.785779,0.2222222222222222,
RP11-296I10.3,1392.0,49.24,RP11-296I10.3,False,,29.333333333333332,904.0000000000001,0.8296721599717304,False,7,1.5516914,0.93675643,22.22222222222222,13.965222,2.705729,0.2222222222222222,
EXOSC6,1700.0,63.76,EXOSC6,False,,264.55555555555554,5963.52777777779,0.30134264124824583,False,9,3.8757565,1.5842752,0.0,34.88181,3.5802305,1.0,
AARS,1064.0,49.46999999999999,AARS,False,,55.333333333333336,2266.5,0.9268891328069764,False,8,2.3498967,1.2089295,11.111111111111116,21.14907,3.0977955,0.6666666666666666,
DDX19B,1295.875,45.55999999999999,DDX19B,False,,58.77777777777778,1034.444444444444,0.39455598438738787,False,9,2.628457,1.2888075,0.0,23.656115,3.205025,0.7777777777777778,
COG4,1465.857142857143,47.24,COG4,True,629.0,120.22222222222223,14318.944444444442,1.9356694014725242,False,9,2.8856456,1.3572892,0.0,25.97081,3.2947552,0.6666666666666666,
SF3B3,1145.2142857142858,43.38999999999999,SF3B3,True,6133.0,154.66666666666666,11490.750000000007,1.2461914366134692,False,9,3.593878,1.5247246,0.0,32.344902,3.5069048,0.8888888888888888,
RP11-49C24.1,399.0,51.61,RP11-49C24.1,False,,5.888888888888889,92.86111111111111,0.7528564338808148,False,4,0.9662643,0.6761355,55.55555555555556,8.696379,2.2717526,0.2222222222222222,
VAC14,1601.8333333333333,54.0,VAC14,True,3207.0,11.777777777777779,424.1944444444445,1.3609522183135783,False,4,0.71407235,0.538872,55.55555555555556,6.426651,2.005075,0.1111111111111111,
CMTR2,1837.5,39.62,CMTR2,False,,62.0,1190.5000000000005,0.4257978177467609,False,8,2.2205634,1.1695563,11.111111111111116,19.985071,3.0438113,0.6666666666666666,
AP1G1,1859.6666666666667,40.73000000000001,AP1G1,False,,471.55555555555554,36503.0277777778,0.7731672644686263,False,9,4.2948637,1.6667372,0.0,38.653774,3.680186,1.0,
IST1,1122.423076923077,45.41,IST1,True,1589.0,416.55555555555554,62548.52777777778,1.6069427567112382,False,9,4.616888,1.7257777,0.0,41.55199,3.7507267,1.0,
ZNF821,1239.1,45.899999999999984,ZNF821,True,2454.0,8.777777777777779,535.9444444444445,1.443807662491912,False,2,0.44673762,0.3693111,77.77777777777779,4.0206385,1.6135571,0.1111111111111111,
DHODH,1138.4444444444443,49.81,DHODH,True,348.0,33.888888888888886,2902.6111111111113,2.1939264340551,False,4,1.1902906,0.7840342,55.55555555555556,10.712615,2.4606664,0.3333333333333333,
TXNL4B,1303.6666666666667,44.449999999999996,TXNL4B,False,,40.77777777777778,1471.9444444444443,0.8731883228379423,False,7,1.8955659,1.0631806,22.22222222222222,17.060093,2.8937047,0.5555555555555556,
DHX38,1193.3333333333333,51.51,DHX38,True,1469.0,55.55555555555556,4882.777777777778,1.6343994728487021,False,9,2.1948323,1.1615345,0.0,19.75349,3.0327144,0.5555555555555556,
PSMD7,1049.142857142857,43.550000000000004,PSMD7,False,,426.1111111111111,40300.361111111146,0.9997972393527204,False,9,4.761094,1.7511274,0.0,42.849846,3.7807713,1.0,
RP11-252A24.7,2466.0,49.27,RP11-252A24.7,False,,591.5555555555555,41827.77777777782,0.6165308714166445,False,9,4.300738,1.6678461,0.0,38.706642,3.6815186,1.0,
GLG1,2123.923076923077,42.17000000000001,GLG1,True,2850.0,253.77777777777777,25966.944444444453,1.3928499678556818,False,9,3.4123857,1.4844155,0.0,30.711472,3.4566784,0.8888888888888888,
Y_RNA-297,101.0,40.59,Y_RNA,True,4262.0,1.4444444444444444,18.77777777777778,1.3160194133760192,False,1,0.37177035,0.31610215,88.88888888888889,3.3459332,1.4692405,0.1111111111111111,
RFWD3,1188.0833333333333,43.529999999999994,RFWD3,False,,47.22222222222222,1551.1944444444448,0.7671048767603108,False,8,2.230677,1.1726917,11.111111111111116,20.076092,3.0481393,0.5555555555555556,
MLKL,1695.25,45.730000000000004,MLKL,False,,49.55555555555556,1312.5277777777774,0.6120712358679963,False,8,2.0403023,1.111957,11.111111111111116,18.36272,2.9633496,0.4444444444444444,
WDR59,780.695652173913,44.74,WDR59,True,1509.0,47.77777777777778,5934.944444444445,1.623985675573021,False,7,2.1116,1.1351371,22.22222222222222,19.004398,2.9959521,0.4444444444444444,
ZFP1,1364.2222222222222,42.26,ZFP1,True,3621.0,33.0,1703.75,1.3340208508153706,False,7,1.5371993,0.9310608,22.22222222222222,13.834793,2.6969752,0.2222222222222222,
CFDP1,678.9,42.300000000000004,CFDP1,False,,29.555555555555557,564.5277777777776,0.5128587625525952,False,8,2.2108169,1.1665254,11.111111111111116,19.897352,3.0396225,0.5555555555555556,
TMEM170A,2085.285714285714,44.63999999999999,TMEM170A,False,,68.44444444444444,1062.5277777777778,0.33758306785797465,False,9,2.2997153,1.1938362,0.0,20.697437,3.0771942,0.5555555555555556,
GABARAPL2,1056.8,47.18,GABARAPL2,False,,396.3333333333333,16973.500000000007,0.4706009216133404,False,9,4.741021,1.7476372,0.0,42.66919,3.7766428,1.0,
ADAT1,924.5,44.64999999999999,ADAT1,False,,54.666666666666664,1061.75,0.44029557374145245,False,9,2.8429458,1.3462392,0.0,25.586512,3.280404,0.6666666666666666,
KARS,1080.1666666666667,45.68,KARS,False,,245.44444444444446,13247.777777777776,0.7454109310899025,False,9,4.1639566,1.6417031,0.0,37.47561,3.6500244,1.0,
TERF2IP,1341.0,42.42,TERF2IP,False,,251.44444444444446,10655.027777777763,0.5791434577674471,False,9,4.013994,1.6122328,0.0,36.12595,3.6143162,1.0,
MON1B,1666.6363636363637,49.31000000000001,MON1B,False,,112.33333333333333,2858.75,0.48005589571788415,False,9,2.9733508,1.3796097,0.0,26.760157,3.3236017,0.7777777777777778,
SYCE1L,556.3333333333334,46.1,SYCE1L,False,,9.0,150.25,0.6869776900184155,False,6,1.3212458,0.842104,33.333333333333336,11.891212,2.556546,0.1111111111111111,
NUDT7,774.0,42.73,NUDT7,False,,40.111111111111114,636.861111111111,0.38591984982755084,False,8,2.4975166,1.2520531,11.111111111111116,22.47765,3.1560488,0.7777777777777778,
WWOX,1097.0,42.63999999999999,WWOX,True,1560.0,29.666666666666668,1954.4999999999995,1.6141368845996156,False,6,1.4514863,0.89669454,33.333333333333336,13.063377,2.643574,0.3333333333333333,
MAF,3415.6666666666665,44.85999999999999,MAF,False,,722.1111111111111,91612.11111111121,0.9732956516843495,False,9,4.1301484,1.6351346,0.0,37.171337,3.6420848,1.0,Exhaustion
DYNLRB2,546.6666666666666,38.51,DYNLRB2,True,7138.0,2.5555555555555554,34.77777777777778,1.0980657786373305,False,3,0.4992677,0.4049768,66.66666666666667,4.493409,1.703549,0.1111111111111111,
CDYL2,2297.4285714285716,41.85,CDYL2,False,,58.111111111111114,1625.6111111111104,0.6283480174485389,False,8,1.8929452,1.062275,11.111111111111116,17.036507,2.8923979,0.2222222222222222,
CMC2,715.695652173913,40.62,CMC2,False,,407.55555555555554,17729.777777777792,0.47102968517570126,False,9,5.1555552,1.8173549,0.0,46.399998,3.858622,1.0,
CENPN,1135.111111111111,43.26,CENPN,False,,167.11111111111111,5223.111111111113,0.5082218699780228,False,9,3.7852304,1.5655341,0.0,34.067074,3.5572627,1.0,
ATMIN,3092.6666666666665,44.63,ATMIN,False,,51.111111111111114,2354.361111111111,1.0569273344811145,False,7,1.4640927,0.9018237,22.22222222222222,13.176834,2.6516092,0.1111111111111111,
GAN,7733.0,41.53,GAN,True,5300.0,174.33333333333334,14157.25,1.2981103039514048,False,9,1.9295412,1.0748458,0.0,17.365871,2.910494,0.2222222222222222,
PLCG2,1047.0625,47.100000000000016,PLCG2,True,1012.0,43.77777777777778,3242.4444444444443,1.7586332918146028,False,5,1.5496421,0.93595296,44.44444444444444,13.946779,2.704496,0.4444444444444444,
7SK-1,1546.5,38.34,7SK,True,2631.0,6.333333333333333,361.0,1.4181473579630326,False,1,0.29586688,0.25917986,88.88888888888889,2.662802,1.2982284,0.1111111111111111,
SDR42E1,1502.6666666666667,44.44,SDR42E1,True,1971.0,31.77777777777778,1858.6944444444443,1.5309361782351905,False,5,1.2169766,0.79614437,44.44444444444444,10.95279,2.4809647,0.3333333333333333,
MPHOSPH6,637.375,40.61000000000001,MPHOSPH6,False,,293.8888888888889,10583.611111111095,0.4591890016282351,False,9,4.9117627,1.776944,0.0,44.205864,3.8112268,1.0,
HSBP1,1975.2,44.98,HSBP1,False,,819.8888888888889,95484.36111111101,0.820307534501916,False,9,4.8374176,1.7642885,0.0,43.53676,3.796315,1.0,
MBTPS1,1294.1875,45.13,MBTPS1,True,6032.0,65.66666666666667,3774.5,1.25982443859416,False,8,2.4046538,1.2251433,11.111111111111116,21.641884,3.1198015,0.6666666666666666,
HSDL1,1078.857142857143,45.14999999999999,HSDL1,True,6302.0,47.22222222222222,2461.694444444445,1.217370149944944,False,6,1.9589467,1.0848334,33.333333333333336,17.63052,2.924801,0.6666666666666666,
TLDC1,1423.1,49.699999999999996,TLDC1,True,2307.0,16.333333333333332,715.7500000000001,1.4722747963811595,False,4,0.86876637,0.62527853,55.55555555555556,7.8188972,2.1768968,0.1111111111111111,
COTL1,1809.1666666666667,50.24,COTL1,True,2367.0,486.8888888888889,72589.3611111111,1.4617637058881152,False,9,4.331602,1.6736518,0.0,38.984417,3.68849,1.0,
USP10,968.5263157894736,43.62,USP10,False,,102.11111111111111,5061.61111111111,0.9654519703557587,False,9,3.3863301,1.478493,0.0,30.47697,3.4492562,1.0,
ZDHHC7,1319.125,48.57,ZDHHC7,True,223.0,20.333333333333332,1567.2500000000002,2.37968357337497,False,3,0.70197356,0.53178847,66.66666666666667,6.317762,1.9903045,0.2222222222222222,
GSE1,3105.4166666666665,58.94000000000002,GSE1,False,,40.0,1466.5,0.8918541199749666,False,8,1.3866205,0.86987835,11.111111111111116,12.479585,2.6011763,0.1111111111111111,
GINS2,1278.3333333333333,49.77,GINS2,True,69.0,258.6666666666667,61913.999999999985,3.0274475485087957,False,9,3.6512384,1.5371336,0.0,32.861145,3.5222683,0.8888888888888888,
EMC8,1269.3333333333333,48.88999999999999,EMC8,True,1376.0,60.55555555555556,4500.277777777778,1.6566891241628632,False,7,2.0571017,1.1174673,22.22222222222222,18.513916,2.9711277,0.4444444444444444,
RNU1-103P,125.0,48.8,RNU1-103P,True,4283.0,1.4444444444444444,18.77777777777778,1.3160194133760192,False,1,0.37346002,0.31733313,88.88888888888889,3.3611403,1.4727335,0.1111111111111111,
COX4I1,967.5555555555555,50.84000000000002,COX4I1,False,,2385.222222222222,607974.4444444453,0.8119339635976177,False,9,6.6236954,2.0312612,0.0,59.61326,4.1045136,1.0,Mitochondrial Respiration
IRF8,1025.3636363636363,50.01999999999999,IRF8,True,1069.0,20.333333333333332,1147.25,1.7419632984874363,False,3,0.9896133,0.6879403,66.66666666666667,8.90652,2.293193,0.3333333333333333,
RP11-542M13.3,750.0,51.22,RP11-542M13.3,True,1811.0,16.444444444444443,1128.527777777778,1.5602032900337561,False,3,0.9780944,0.682134,66.66666666666667,8.80285,2.2826731,0.2222222222222222,
RP11-178L8.7,395.0,59.36,RP11-178L8.7,False,,3.0,37.0,0.8827714992387115,False,2,0.52463585,0.42175558,77.77777777777779,4.7217226,1.74427,0.1111111111111111,
FBXO31,1585.5714285714287,51.99,FBXO31,True,1316.0,20.555555555555557,2003.2777777777776,1.6724337792559392,False,5,0.7315008,0.5489885,44.44444444444444,6.583507,2.0259757,0.1111111111111111,
RP11-178L8.9,450.0,50.52,RP11-178L8.9,True,4510.0,1.1111111111111112,11.11111111111111,1.3122918092761644,False,1,0.28185734,0.24831007,88.88888888888889,2.536716,1.2631986,0.1111111111111111,
MAP1LC3B,1252.5,47.470000000000006,MAP1LC3B,False,,710.0,71536.24999999997,0.7816405399245953,False,9,5.1326065,1.8136199,0.0,46.19346,3.8542552,1.0,
KLHDC4,1119.12,53.01,KLHDC4,False,,17.11111111111111,479.1111111111111,0.9244315340132427,False,6,1.1479938,0.7645343,33.333333333333336,10.331944,2.4276257,0.2222222222222222,
BANP,1103.6538461538462,51.17,BANP,False,,20.444444444444443,199.5277777777779,0.3006477714714706,False,8,1.7322515,1.005126,11.111111111111116,15.590263,2.808816,0.2222222222222222,
ZC3H18,1550.0,51.75,ZC3H18,True,3543.0,33.0,1710.25,1.3391102920657298,False,6,1.3913575,0.8718612,33.333333333333336,12.522218,2.604334,0.2222222222222222,
CYBA,750.8,61.89,CYBA,True,928.0,281.44444444444446,38743.02777777777,1.7903715301590615,False,9,4.5014954,1.70502,0.0,40.51346,3.7260177,1.0,
MVD,826.5882352941177,59.289999999999985,MVD,False,,17.11111111111111,390.1111111111111,0.7527085148238626,False,7,1.5405341,0.93237436,22.22222222222222,13.864807,2.6989965,0.2222222222222222,
RNF166,1033.2727272727273,62.52999999999998,RNF166,False,,21.444444444444443,499.7777777777778,0.7043713669827802,False,6,1.527652,0.9272908,33.333333333333336,13.748868,2.6911664,0.4444444444444444,
PIEZO1,1402.9333333333334,61.99,PIEZO1,True,5621.0,48.22222222222222,2669.9444444444453,1.2871952033622391,False,9,1.9056013,1.0666404,0.0,17.150412,2.8986933,0.3333333333333333,
CDT1,1515.3333333333333,65.55,CDT1,False,,18.666666666666668,565.9999999999999,0.9689009132286858,False,6,1.068527,0.72683674,33.333333333333336,9.616743,2.3624322,0.1111111111111111,
APRT,619.3636363636364,64.35000000000001,APRT,True,606.0,275.3333333333333,40803.25000000001,1.9464932231246634,False,9,4.7201176,1.7439893,0.0,42.48106,3.7723255,1.0,
GALNS,1397.2142857142858,60.169999999999995,GALNS,False,,17.333333333333332,519.7500000000001,0.9852317091483257,False,5,1.1280149,0.7551896,44.44444444444444,10.152134,2.4116309,0.1111111111111111,
ACSF3,1548.8235294117646,54.76,ACSF3,False,,25.77777777777778,548.4444444444443,0.5998396756785717,False,6,1.3535991,0.85594565,33.333333333333336,12.182392,2.578882,0.1111111111111111,
ZNF778,1316.3333333333333,49.300000000000004,ZNF778,True,2829.0,7.888888888888889,389.1111111111111,1.3953673663316954,False,3,0.47016695,0.38537598,66.66666666666667,4.2315025,1.6546985,0.1111111111111111,
ANKRD11,2482.125,51.19000000000001,ANKRD11,False,,165.66666666666666,8166.000000000002,0.8043151811215283,False,9,2.9439054,1.3721714,0.0,26.495148,3.3140094,0.7777777777777778,
RP1-168P16.2,420.0,52.59,RP1-168P16.2,True,3738.0,2.4444444444444446,53.77777777777778,1.3294421659061226,False,1,0.31922126,0.2770416,88.88888888888889,2.8729913,1.3540272,0.1111111111111111,
SPG7,997.6818181818181,52.289999999999985,SPG7,False,,61.666666666666664,2793.0000000000005,1.0055677820268094,False,8,2.4558787,1.2400768,11.111111111111116,22.10291,3.1399586,0.5555555555555556,
RNU7-117P,39.0,53.85,RNU7-117P,True,5191.0,0.4444444444444444,1.7777777777777777,1.3043987438869877,False,1,0.3475309,0.29827395,88.88888888888889,3.127778,1.4177393,0.1111111111111111,
RPL13,1061.3333333333333,55.03999999999999,RPL13,True,2484.0,1487.4444444444443,466417.7777777779,1.4389310137571678,False,9,6.026957,1.9497538,0.0,54.242615,4.0117345,1.0,Ribosomal Processes
CHMP1A,1288.7272727272727,58.659999999999975,CHMP1A,False,,41.22222222222222,1401.4444444444443,0.8198789748830809,False,8,1.9502367,1.0818853,11.111111111111116,17.55213,2.9205847,0.4444444444444444,
CDK10,1121.55,55.36,CDK10,True,1920.0,17.666666666666668,1637.75,1.5394104353375109,False,5,0.8388357,0.6091326,44.44444444444444,7.5495214,2.1458752,0.1111111111111111,
FANCA,1087.375,50.46000000000002,FANCA,True,1476.0,30.11111111111111,3160.8611111111113,1.6324873552399062,False,5,1.2839172,0.82589203,44.44444444444444,11.555255,2.5301392,0.3333333333333333,
TCF25,857.0,54.75,TCF25,False,,50.111111111111114,1888.8611111111109,0.8688561544419015,False,8,2.5061388,1.2545154,11.111111111111116,22.555248,3.1593487,0.5555555555555556,
DEF8,1144.4074074074074,57.079999999999984,DEF8,False,,146.33333333333334,8254.499999999995,0.9669896103943564,False,8,3.328089,1.4651262,11.111111111111116,29.9528,3.4324634,0.8888888888888888,
