gene_name,transcript_length,GC_content,gene_name,TSS,start,end,chr,dir,ENSG,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,F_pval
PPP5C,1479.2,50.75,PPP5C,46850251,46850251,46896238,19,1,ENSG00000011485,True,5616.0,18.085714285714285,2503.4708074534165,1.0804418843798165,False,23,0.77582794,0.5742668,67.14285714285715,54.307957,4.0129166,0.7798411053648195
CALM3,1026.6923076923076,57.51,CALM3,47104331,47104331,47114050,19,1,ENSG00000160014,False,,396.1857142857143,74769.63167701862,0.925489661001799,False,62,4.8038907,1.7585285,11.428571428571432,336.27234,5.820891,0.047581480727313955
GNG8,216.0,67.87,GNG8,47137942,47137333,47137942,19,-1,ENSG00000167414,False,,11.014285714285714,923.492546583851,0.7845848124393583,False,17,1.0672547,0.7262215,75.71428571428571,74.707825,4.3268814,0.028439396488995926
PRKD2,1538.235294117647,51.95000000000002,PRKD2,47220339,47177532,47220384,19,-1,ENSG00000105287,True,4499.0,30.271428571428572,4963.128157349896,1.1445614545707736,False,25,1.0063272,0.69630575,64.28571428571428,70.4429,4.2688985,0.48312626564611305
RN7SL364P,270.0,55.93,RN7SL364P,47192325,47192056,47192325,19,-1,ENSG00000243560,False,,1.2428571428571429,28.67929606625259,0.6391852057667001,False,5,0.2314924,0.20822677,92.85714285714286,16.204468,2.845169,0.6977273002183502
MIR320E,53.0,54.72,MIR320E,47212602,47212550,47212602,19,-1,ENSG00000211513,False,,1.3142857142857143,16.740372670807453,0.3399445398966238,False,11,0.65598613,0.5043967,84.28571428571429,45.91903,3.8484232,0.059738379827858006
STRN4,1247.8333333333333,57.34999999999999,STRN4,47249737,47222764,47250251,19,-1,ENSG00000090372,True,3855.0,11.642857142857142,1513.2184265010353,1.1883399494671896,False,11,0.42890236,0.35690656,84.28571428571429,30.023165,3.434734,0.79879814861305
FKRP,735.2962962962963,51.130000000000024,FKRP,47249303,47249303,47280245,19,1,ENSG00000181027,False,,4.2,286.0173913043478,0.9719100929592793,False,9,0.34093842,0.29336968,87.14285714285714,23.865688,3.2134888,0.24776247396355883
SLC1A5,1597.5,54.4,SLC1A5,47291851,47278140,47291851,19,-1,ENSG00000105281,True,4328.0,20.65714285714286,3159.5329192546587,1.1534644861400731,False,17,0.6886326,0.5239191,75.71428571428571,48.20428,3.8959806,0.241594819034562
AP2S1,648.0,52.86999999999999,AP2S1,47354034,47341393,47354249,19,-1,ENSG00000042753,False,,271.77142857142854,30924.062939958603,0.5980447955535271,False,62,4.790932,1.7562933,11.428571428571432,335.36526,5.8181977,0.6876757662184094
ARHGAP35,2743.0,47.96,ARHGAP35,47421933,47421933,47508334,19,1,ENSG00000160007,True,787.0,29.8,7065.20579710145,1.6603145041162652,False,25,0.7611616,0.5659736,64.28571428571428,53.281315,3.99418,0.16502889117291109
snoU13-205,86.0,37.21,snoU13,47451546,47451546,47451631,19,1,ENSG00000252071,True,4142.0,1.8285714285714285,105.97018633540374,1.1664093133126583,False,4,0.29105327,0.25545838,94.28571428571428,20.373728,3.0621624,0.6015900055619996
TMEM160,663.0,61.6,TMEM160,47551888,47549165,47551888,19,-1,ENSG00000130748,False,,46.32857142857143,3023.9919254658384,0.42020043697695036,False,48,2.5739634,1.2736752,31.428571428571427,180.17744,5.1994767,0.025801199047194596
ZC3H4,3073.6,51.95,ZC3H4,47617009,47567444,47617009,19,-1,ENSG00000130749,False,,170.61428571428573,11817.13892339544,0.38504647399863634,False,66,3.1875865,1.4321246,5.714285714285716,223.13106,5.412231,8.085584974926929e-05
SAE1,1377.0,47.18,SAE1,47616531,47616531,47713886,19,1,ENSG00000142230,True,5604.0,88.24285714285715,16201.316977225673,1.0807505858342266,False,42,2.147952,1.1467521,40.0,150.35664,5.019639,0.40867785197893985
CCDC9,795.6666666666666,56.02,CCDC9,47759237,47759237,47775210,19,1,ENSG00000105321,True,5035.0,4.5,361.44202898550725,1.1116900051746756,False,6,0.27097508,0.23978439,91.42857142857143,18.968256,2.9941437,0.03199289846312559
PRR24,838.0,70.41,PRR24,47778142,47778142,47778979,19,1,ENSG00000257704,False,,12.3,849.0246376811596,0.6168177233616318,False,15,0.7490432,0.5590689,78.57142857142857,52.433025,3.978429,0.37509929559766036
DHX34,2383.25,54.23,DHX34,47852538,47852538,47885961,19,1,ENSG00000134815,True,5274.0,4.271428571428571,330.8672877846791,1.0972431390565307,False,5,0.1707864,0.15767565,92.85714285714286,11.955048,2.5614855,0.5487333177498828
NAPA-AS1,1191.5,56.9,NAPA-AS1,47987539,47987539,48004854,19,1,ENSG00000268061,False,,6.271428571428571,249.3600414078675,0.47889251182636805,False,12,0.49247918,0.4004386,82.85714285714285,34.47354,3.568787,0.3835337033910218
NAPA,986.3181818181819,55.51999999999999,NAPA,48018497,47990894,48018497,19,-1,ENSG00000105402,False,,100.58571428571429,12938.130227743271,0.7496105165458233,False,46,2.5843453,1.2765758,34.285714285714285,180.90417,5.2034802,0.03750630469400829
GLTSCR2,1038.5833333333333,57.20000000000001,GLTSCR2,48248779,48248779,48260315,19,1,ENSG00000105373,False,,24.928571428571427,2315.777432712215,0.6717651349379228,False,43,1.5578412,0.9391636,38.57142857142857,109.04888,4.700925,0.9431589671813608
SEPW1,906.2666666666667,54.44000000000001,SEPW1,48281829,48281829,48287943,19,1,ENSG00000178980,False,,240.21428571428572,32332.92443064181,0.7204991434393488,False,62,4.3831553,1.6832747,11.428571428571432,306.82086,5.729518,0.34342810768908166
PLA2G4C,880.72,47.67999999999999,PLA2G4C,48614074,48551100,48614074,19,-1,ENSG00000105499,True,1516.0,10.842857142857143,1697.4097308488615,1.4743811719768716,False,7,0.371637,0.3160049,90.0,26.01459,3.2963772,0.08271141577349907
LIG1,1468.15,51.480000000000004,LIG1,48673860,48618702,48673860,19,-1,ENSG00000105486,True,5635.0,7.0,658.3768115942029,1.0793645965049512,False,10,0.31824434,0.27630082,85.71428571428572,22.277103,3.1474702,0.5161417647645489
CARD8,2118.9375,44.39000000000002,CARD8,48707209,48684027,48759203,19,1,ENSG00000105483,False,,187.35714285714286,26658.580745341613,0.7841999846834217,False,64,3.4105122,1.4839908,8.571428571428575,238.73586,5.4795375,0.03103556939305906
CTC-241F20.3,1969.0,38.3,CTC-241F20.3,48758932,48758932,48761456,19,1,ENSG00000268001,False,,23.785714285714285,2370.6345755693583,0.7273989091530216,False,26,0.9198082,0.6522253,62.857142857142854,64.38657,4.180317,0.6900675403470728
EMP3,594.2222222222222,52.77999999999999,EMP3,48824766,48824766,48833810,19,1,ENSG00000142227,False,,1193.0142857142857,247996.7679089027,0.6843920487269591,False,69,6.878894,2.0641875,1.4285714285714235,481.52258,6.1790276,3.142432672079432e-05
KDELR1,1021.8,53.35,KDELR1,48894810,48885827,48894810,19,-1,ENSG00000105438,False,,3.7285714285714286,83.38902691511387,0.3356127164758053,False,23,0.5559466,0.4420841,67.14285714285715,38.91626,3.6867838,0.9702532297897072
GRWD1,2323.3333333333335,55.81,GRWD1,48949030,48949030,48960279,19,1,ENSG00000105447,False,,18.84285714285714,2322.4242236024847,0.950949509901898,False,14,0.5532383,0.44034195,80.0,38.72668,3.682023,0.16184224787007198
CYTH2,1843.2727272727273,58.28999999999999,CYTH2,48972289,48972289,48985571,19,1,ENSG00000105443,False,,45.22857142857143,5464.381780538302,0.7812593390095195,False,29,1.3705288,0.86311305,58.57142857142856,95.93702,4.5740614,0.8702896014366699
RPL18,1073.5,56.83000000000001,RPL18,49122420,49118585,49122793,19,-1,ENSG00000063177,False,,622.8571428571429,93731.02277432707,0.6496261165040447,False,68,5.58613,1.8849659,2.857142857142858,391.0291,5.971336,0.2231670729798395
CA11,749.5,53.83,CA11,49149569,49141199,49149569,19,-1,ENSG00000063180,True,3309.0,6.614285714285714,1299.3997929606626,1.2409353211164709,False,13,0.37031415,0.31504002,81.42857142857143,25.921991,3.2929435,0.6167553657552138
BCAT2,1345.8333333333333,54.54,BCAT2,49314269,49298319,49314286,19,-1,ENSG00000105552,False,,17.757142857142856,1587.635817805383,0.7016988544993281,False,15,0.73540056,0.55123824,78.57142857142857,51.47804,3.9603949,0.8554239218615314
PPP1R15A,2051.5,56.68,PPP1R15A,49375649,49375649,49379314,19,1,ENSG00000087074,False,,8.4,651.4028985507247,0.8221692816885153,False,14,0.3650152,0.31116557,80.0,25.551065,3.27907,0.7629248037608738
NUCB1,1154.076923076923,52.809999999999995,NUCB1,49403307,49403307,49426629,19,1,ENSG00000104805,False,,59.75714285714286,4954.360455486542,0.5112170835143165,False,43,2.2036123,1.164279,38.57142857142857,154.25287,5.0450554,0.25515918180502495
BAX,735.6153846153846,53.570000000000014,BAX,49458072,49458072,49465055,19,1,ENSG00000087088,False,,26.15714285714286,1268.7140786749483,0.34785125779911585,False,49,1.9904827,1.0954348,30.000000000000004,139.33379,4.9440236,0.48759185627541746
FTL,878.0,55.96,FTL,49468558,49468558,49470135,19,1,ENSG00000087086,False,,15770.657142857142,27239030.025672924,0.7214123887599008,False,70,9.248513,2.3271327,0.0,647.39594,6.4745016,2.620202703793893e-05
GYS1,1501.0,52.540000000000006,GYS1,49496566,49471382,49496567,19,-1,ENSG00000104812,True,2804.0,15.128571428571428,2370.4035196687373,1.2957573256745711,False,10,0.47471014,0.38846144,85.71428571428572,33.22971,3.533094,0.6198204273690906
RUVBL2,1258.4166666666667,53.06,RUVBL2,49496705,49496705,49519252,19,1,ENSG00000183207,True,1112.0,121.18571428571428,33024.64616977226,1.562010738654976,False,36,2.2457457,1.1773452,48.57142857142858,157.2022,5.063874,0.25816833180890175
SNRNP70,1503.9,53.38000000000001,SNRNP70,49588676,49588676,49611862,19,1,ENSG00000104852,False,,9.4,366.6202898550725,0.39184391511953826,False,20,0.6932209,0.5266326,71.42857142857143,48.525463,3.902487,0.9312318084909799
LIN7B,653.2857142857143,58.86000000000001,LIN7B,49617581,49617581,49621717,19,1,ENSG00000104863,False,,25.37142857142857,2607.251345755694,0.7407997314627337,False,30,1.503869,0.91783714,57.14285714285714,105.270836,4.665991,0.06197234371748456
C19orf73,743.0,63.12,C19orf73,49622397,49621655,49622397,19,-1,ENSG00000221916,False,,4.3428571428571425,285.47494824016565,0.9241939743387091,False,5,0.27508503,0.24301288,92.85714285714286,19.255953,3.0084486,0.5997015642666002
CTC-301O7.4,451.3333333333333,56.15,CTC-301O7.4,49843539,49834874,49843865,19,-1,ENSG00000197813,True,3301.0,4.985714285714286,466.85486542443067,1.2414320869003912,False,9,0.39462543,0.33262587,87.14285714285714,27.62378,3.3542378,0.5496288396422142
CD37,1065.3333333333333,57.539999999999985,CD37,49838428,49838428,49846592,19,1,ENSG00000104894,False,,170.62857142857143,17915.744099378884,0.5837083767046036,False,57,3.699343,1.5474226,18.571428571428573,258.954,5.560505,0.5400000797497695
PIH1D1,725.4583333333334,55.809999999999974,PIH1D1,49950434,49949555,49956754,19,1,ENSG00000104872,False,,264.22857142857146,40064.70062111799,0.8003592229062962,False,63,4.650877,1.7318108,9.999999999999998,325.5614,5.788618,0.42662942038259505
ALDH16A1,2029.4444444444443,56.82999999999999,ALDH16A1,49956426,49956426,49974305,19,1,ENSG00000161618,False,,49.7,2818.531884057971,0.36068457399154974,False,52,1.9896613,1.0951601,25.71428571428571,139.27629,4.943614,0.5423636658723241
RPL13A,928.5833333333334,53.399999999999984,RPL13A,49990811,49990811,49995565,19,1,ENSG00000142541,False,,1153.4857142857143,183524.97805383013,0.5325749211237825,False,69,6.4887805,2.013406,1.4285714285714235,454.21463,6.120769,0.04961019584883913
RPS11,686.5555555555555,53.050000000000004,RPS11,49999622,49999622,50002946,19,1,ENSG00000142534,False,,1438.7,337967.3434782608,0.701893354498432,False,70,7.1271443,2.0952096,0.0,498.90012,6.2144084,0.3684198586244579
hsa-mir-150,834.0,64.27,hsa-mir-150,50003781,50003781,50004614,19,1,ENSG00000268000,False,,3.7,96.24202898550726,0.3915715533503117,False,13,0.4396044,0.36436835,81.42857142857143,30.772308,3.458595,0.7020604062458009
FCGRT,1097.0526315789473,52.899999999999984,FCGRT,50010073,50010073,50029590,19,1,ENSG00000104870,True,244.0,22.6,6061.2,1.980877576850951,False,9,0.5199338,0.41866678,87.14285714285714,36.395367,3.6215467,0.4107688535839284
NOSIP,1002.0588235294117,50.75,NOSIP,50063887,50058968,50093519,19,1,ENSG00000142546,False,,407.8,63841.35072463768,0.7626781235862433,False,64,4.969464,1.7866571,8.571428571428575,347.86246,5.8546777,0.2581181063509577
SCAF1,1480.5,58.2,SCAF1,50145382,50145382,50161899,19,1,ENSG00000126461,False,,5.9,243.22173913043483,0.5098405457299922,False,11,0.42451617,0.35383222,84.28571428571429,29.716131,3.424788,0.3879770402116877
IRF3,982.9677419354839,57.17000000000002,IRF3,50164781,50162826,50169132,19,1,ENSG00000126456,False,,109.9,14828.149275362317,0.7800763318348781,False,49,2.8489113,1.3477904,30.000000000000004,199.42378,5.300434,0.24135763753883144
BCL2L12,801.5555555555555,54.38,BCL2L12,50168823,50168823,50177173,19,1,ENSG00000126453,False,,22.84285714285714,2198.4532091097312,0.7090448383065496,False,18,1.0317404,0.70889276,74.28571428571429,72.22183,4.2934937,0.8963018743949751
PRMT1,809.4,58.230000000000004,PRMT1,50179043,50179043,50192286,19,1,ENSG00000126457,True,5919.0,242.57142857142858,48431.52380952382,1.0672467915544146,False,58,4.1610894,1.6411477,17.14285714285714,291.27628,5.6776996,9.586655661797127e-06
PTOV1,1087.3636363636363,61.869999999999976,PTOV1,50353992,50353992,50364001,19,1,ENSG00000104960,False,,7.357142857142857,276.00103519668744,0.4212227214217662,False,23,0.6932068,0.52662426,67.14285714285715,48.524475,3.902467,0.4276108271529376
PNKP,1017.9333333333333,59.899999999999984,PNKP,50365153,50364461,50371166,19,1,ENSG00000039650,True,4468.0,22.114285714285714,3417.638923395445,1.1472699256269587,False,22,0.9668966,0.676457,68.57142857142857,67.68276,4.2294984,0.22799402840043115
IL4I1,1437.25,54.88,IL4I1,50400212,50392911,50432796,19,1,ENSG00000104951,False,,5.714285714285714,459.5113871635611,1.0080780930178421,False,6,0.263874,0.2341816,91.42857142857143,18.47118,2.9689355,0.7783758140324276
NUP62,1161.9166666666667,54.289999999999985,NUP62,50433001,50410082,50433020,19,-1,ENSG00000213024,True,1860.0,144.61428571428573,36317.89254658385,1.419284952049376,False,47,2.9851017,1.3825629,32.85714285714286,208.95712,5.3469033,0.05734315287034319
ATF5,1187.6,55.56,ATF5,50431959,50431959,50437192,19,1,ENSG00000169136,False,,5.014285714285714,387.05776397515535,1.0209835789701673,False,9,0.305724,0.26675767,87.14285714285714,21.400679,3.1090913,0.5963316540486441
VRK3,1268.5555555555557,50.859999999999985,VRK3,50528643,50479724,50529203,19,-1,ENSG00000105053,True,4017.0,202.85714285714286,43584.55900621118,1.1748811047762873,False,51,3.1456594,1.4220619,27.142857142857146,220.19617,5.3990498,0.04990779275763513
ZNF473,2333.1111111111113,48.480000000000004,ZNF473,50528971,50528971,50556671,19,1,ENSG00000142528,True,924.0,11.042857142857143,1908.4474120082816,1.6154594378819473,False,11,0.34083498,0.29329252,84.28571428571429,23.858448,3.2131977,0.29293927274337034
NR1H2,1326.857142857143,51.26999999999999,NR1H2,50832910,50832910,50886239,19,1,ENSG00000131408,False,,24.2,2725.408695652174,0.8190014676327958,False,21,0.944375,0.6649406,70.0,66.10625,4.2062774,0.669348153766427
NAPSA,1241.0,52.43,NAPSA,50869087,50861734,50869087,19,-1,ENSG00000131400,True,892.0,9.642857142857142,2118.116977225673,1.6251056324725937,False,7,0.33706903,0.29047993,90.0,23.594831,3.2025363,0.06867325874508415
EMC10,1391.625,60.63,EMC10,50979657,50979657,50986608,19,1,ENSG00000161671,True,4129.0,6.771428571428571,678.6426501035197,1.1670795366919957,False,13,0.4366931,0.36234403,81.42857142857143,30.568518,3.4521604,0.24757435725199028
JOSD2,686.1428571428571,61.76,JOSD2,51014419,51009255,51014610,19,-1,ENSG00000161677,False,,38.94285714285714,2880.1416149068327,0.49286967727726827,False,32,1.8468946,1.0462288,54.28571428571429,129.28262,4.869706,0.2215640672103249
C19orf48,1032.2857142857142,54.79,C19orf48,51307132,51300961,51308186,19,-1,ENSG00000167747,True,1559.0,13.6,2825.6927536231883,1.4675419300814294,False,14,0.54892063,0.43755832,80.0,38.424442,3.674386,0.744005464590269
SIGLEC17P,1386.5,48.0,SIGLEC17P,51670585,51670585,51676780,19,1,ENSG00000171101,True,3788.0,23.514285714285716,3838.8331262939964,1.1945116776973381,False,17,0.7528833,0.561262,75.71428571428571,52.70183,3.983447,0.900065267802898
ETFB,1694.4,51.5,ETFB,51860360,51848423,51869672,19,-1,ENSG00000105379,False,,114.51428571428572,11471.876604554864,0.5769299674304765,False,60,3.1070082,1.4126948,14.28571428571429,217.49057,5.386743,0.014923175873098899
CLDND2,655.3333333333334,66.05,CLDND2,51872257,51870352,51872257,19,-1,ENSG00000160318,False,,9.257142857142858,606.8604554865425,0.6635699365473414,False,18,0.7656051,0.5684935,74.28571428571429,53.592358,3.999894,0.8150853047210951
NKG7,580.4,58.92,NKG7,51875955,51874860,51875969,19,-1,ENSG00000105374,False,,6230.228571428572,5742890.497722563,0.9669909954393083,False,69,8.623916,2.2642512,1.4285714285714235,603.6741,6.40469,1.6051771873886228e-06
LIM2,922.0,49.17,LIM2,51891209,51883163,51891214,19,-1,ENSG00000105370,True,542.0,16.285714285714285,3542.8737060041417,1.7547765608266745,False,8,0.45488495,0.37492684,88.57142857142857,31.841946,3.4917066,0.019383587268186772
ZNF577,1171.4117647058824,40.85000000000001,ZNF577,52391233,52359055,52394203,19,-1,ENSG00000161551,True,151.0,8.057142857142857,1577.4459627329193,2.1136486184118763,False,7,0.26941332,0.23855484,90.0,18.858932,2.988654,5.982766539733435e-08
ZNF649,1243.857142857143,43.38,ZNF649,52408264,52392477,52408293,19,-1,ENSG00000198093,True,2017.0,9.728571428571428,1370.2296066252588,1.3916943973837235,False,9,0.3885798,0.3282815,87.14285714285714,27.200584,3.3393426,0.6443165540865992
ZNF613,1141.7142857142858,41.550000000000004,ZNF613,52430400,52430400,52452012,19,1,ENSG00000176024,True,1220.0,31.642857142857142,7019.392339544514,1.5355565611404325,False,15,0.782082,0.57778233,78.57142857142857,54.745743,4.020801,0.020526060989389004
ZNF350,850.6666666666666,42.15,ZNF350,52490079,52467596,52490109,19,-1,ENSG00000256683,True,227.0,140.5857142857143,55511.40559006211,1.9956870176393553,False,47,3.0073028,1.3881184,32.85714285714286,210.5112,5.354278,0.2832606764394684
ZNF614,1965.0,41.38,ZNF614,52531602,52516018,52533493,19,-1,ENSG00000142556,True,2066.0,25.557142857142857,4912.134368530022,1.3838054680602117,False,17,0.6817107,0.5198116,75.71428571428571,47.71975,3.8860846,0.04409475571128376
ZNF432,1505.7142857142858,41.15,ZNF432,52551814,52534632,52598991,19,1,ENSG00000256087,True,3542.0,12.542857142857143,1725.0053830227744,1.2191140107502283,False,11,0.44449627,0.36776066,84.28571428571429,31.114738,3.469315,0.7981966999857232
CTC-471J1.2,675.0,42.96,CTC-471J1.2,52566956,52561743,52566956,19,-1,ENSG00000260160,False,,4.757142857142857,315.2590062111801,0.8958056962772638,False,12,0.483718,0.3945511,82.85714285714285,33.86026,3.5513475,0.799692483867107
ZNF841,2051.625,41.11000000000001,ZNF841,52597358,52567719,52599018,19,-1,ENSG00000197608,True,498.0,22.685714285714287,6920.711387163561,1.780356629276468,False,12,0.51763237,0.41715145,82.85714285714285,36.234264,3.6172295,0.7441973856824762
ZNF616,1719.8,42.23,ZNF616,52643170,52616344,52643175,19,-1,ENSG00000204611,True,6371.0,13.471428571428572,1647.3252587991717,1.053848727385814,False,11,0.44921207,0.37102002,84.28571428571429,31.444845,3.4795415,0.5324672263760276
PPP2R1A,1195.9166666666667,48.26,PPP2R1A,52693292,52693292,52730687,19,1,ENSG00000105568,True,608.0,114.92857142857143,47078.67598343685,1.7217172842037276,False,47,2.6241026,1.2876067,32.85714285714286,183.68718,5.2186637,0.1272051406904526
ZNF766,1304.5,45.42000000000001,ZNF766,52772824,52772824,52795977,19,1,ENSG00000196214,True,3502.0,107.5,22718.57246376812,1.2245616622180286,False,36,2.1514275,1.1478555,48.57142857142858,150.59993,5.021245,0.019884357279051773
ZNF480,2437.8333333333335,42.41,ZNF480,52800430,52800430,52829175,19,1,ENSG00000198464,False,,175.5,19282.86231884058,0.6092282864369455,False,60,3.2303708,1.4422896,14.28571428571429,226.12595,5.4255047,0.8630787045778134
ZNF880,879.8333333333334,41.86000000000001,ZNF880,52873170,52873170,52889048,19,1,ENSG00000221923,False,,70.88571428571429,6333.320082815735,0.5385830368140633,False,44,2.5137882,1.2566947,37.142857142857146,175.96518,5.175953,0.25948239806785695
ZNF528,1727.0,43.65999999999999,ZNF528,52901102,52901102,52921665,19,1,ENSG00000167555,True,5545.0,25.614285714285714,3857.3708074534165,1.0838285510851673,False,21,0.86495936,0.6232393,70.0,60.547153,4.1198034,0.6394207150070165
ZNF808,1694.5,44.949999999999996,ZNF808,53030905,53030905,53067717,19,1,ENSG00000198482,True,876.0,30.085714285714285,11641.354865424433,1.6287761416096125,False,26,0.9141607,0.64927924,62.857142857142854,63.99125,4.1742525,0.7559841478373555
ZNF701,2133.0,45.43,ZNF701,53059075,53059075,53090427,19,1,ENSG00000167562,True,2920.0,76.78571428571429,16471.67805383023,1.280999605726545,False,35,1.5568587,0.9387794,50.0,108.9801,4.7002993,0.40849858387016236
ZNF83,1517.3333333333333,44.65999999999998,ZNF83,53164097,53097313,53193749,19,-1,ENSG00000167766,True,4134.0,56.785714285714285,10658.605590062112,1.1667547816247446,False,31,1.4740849,0.90587056,55.714285714285715,103.185936,4.6461773,0.012932043818355098
ZNF611,1914.842105263158,46.11000000000001,ZNF611,53238291,53206066,53238326,19,-1,ENSG00000213020,False,,19.814285714285713,2134.356314699793,0.8204618201298168,False,24,0.8137921,0.59541976,65.71428571428571,56.965446,4.059847,0.23263716016564745
ZNF600,1183.6,45.41,ZNF600,53290016,53267448,53290044,19,-1,ENSG00000189190,True,4840.0,73.22857142857143,13695.918012422362,1.1230579926540705,False,38,1.8782446,1.0571806,45.714285714285715,131.47713,4.88641,0.07011821755164382
ZNF28,2037.4,45.10000000000001,ZNF28,53309274,53300662,53360853,19,1,ENSG00000198538,True,745.0,47.357142857142854,14191.82712215321,1.6750711978351929,False,47,1.4847902,0.91018826,32.85714285714286,103.93531,4.653344,0.013713372603616292
ZNF468,2338.0,43.76,ZNF468,53360872,53341261,53360902,19,-1,ENSG00000204604,True,1904.0,73.6,17328.243478260873,1.4128923624148246,False,30,1.4065439,0.87819165,57.14285714285714,98.45807,4.599736,0.07502567681559866
ZNF320,1401.5714285714287,43.92999999999999,ZNF320,53377490,53367043,53400946,19,1,ENSG00000182986,False,,9.32857142857143,748.3107660455486,0.808927132509402,False,21,0.5329064,0.42716554,70.0,37.303448,3.64554,0.009692923723202039
ZNF816,1173.9,45.81,ZNF816,53466114,53430388,53466164,19,-1,ENSG00000180257,True,756.0,42.871428571428574,10961.99772256729,1.6709915130918738,False,16,0.95283717,0.6692833,77.14285714285715,66.6986,4.2150655,0.15691306975947064
ZNF160,1756.0,45.26,ZNF160,53606604,53569859,53606689,19,-1,ENSG00000170949,True,472.0,47.55714285714286,19635.409730848864,1.798358243027676,False,22,1.0186262,0.7024172,68.57142857142857,71.30383,4.280877,0.6851228778584751
NDUFV2P1,907.0,49.39,NDUFV2P1,53728132,53727226,53728132,19,-1,ENSG00000267809,False,,43.72857142857143,396.6354037267081,0.05904061518200536,False,69,3.2992718,1.4584457,1.4285714285714235,230.94904,5.4465175,0.03943036896285743
ZNF845,2975.6666666666665,44.169999999999995,ZNF845,53837002,53837002,53858122,19,1,ENSG00000213799,True,3232.0,38.98571428571429,7299.637474120083,1.2475177830809148,False,25,0.8942612,0.6388289,64.28571428571428,62.59828,4.1525865,0.1679138771312939
ZNF765,1310.25,44.88,ZNF765,53893046,53893046,53930574,19,1,ENSG00000196417,True,5922.0,50.285714285714285,8454.64182194617,1.0671611834935593,False,38,1.6549675,0.97643244,45.714285714285715,115.847725,4.7608714,0.07544663481885848
ZNF761,2326.4285714285716,44.24,ZNF761,53935246,53935227,53961515,19,1,ENSG00000160336,True,2364.0,33.128571428571426,6483.533954451347,1.3434981951253009,False,34,1.0973008,0.7406512,51.42857142857142,76.81105,4.3542833,0.05699408810741776
TPM3P9,1832.5,45.51,TPM3P9,53935237,53935237,53947923,19,1,ENSG00000241015,False,,39.27142857142857,4959.533954451346,0.8401968366339824,False,26,1.2150046,0.79525447,62.857142857142854,85.050316,4.454932,0.6699937412035728
TPM3P6,742.0,49.6,TPM3P6,53982604,53982604,53983345,19,1,ENSG00000250731,False,,1.8714285714285714,31.67888198757764,0.3617238808700367,False,9,0.3078385,0.26837578,87.14285714285714,21.548695,3.115677,0.0006787680853812569
ZNF331,1335.2727272727273,44.27999999999998,ZNF331,54024235,54024235,54083523,19,1,ENSG00000130844,True,96.0,30.557142857142857,10089.148861283644,2.3006935218098152,False,15,0.65381974,0.5030876,78.57142857142857,45.76738,3.845186,0.8329373540799268
MYADM,1901.2222222222222,58.36999999999999,MYADM,54369477,54369477,54379691,19,1,ENSG00000179820,False,,7.714285714285714,259.9461697722567,0.37063590047695943,False,22,0.56445473,0.44753736,68.57142857142857,39.51183,3.701594,0.008516338826071288
NDUFA3,493.92857142857144,54.97000000000002,NDUFA3,54606036,54606036,54612564,19,1,ENSG00000170906,False,,598.0571428571428,72839.7648033127,0.5329237842825725,False,68,6.321002,1.9907472,2.857142857142858,442.47015,6.0946307,0.6955743132925842
TFPT,880.0,55.03,TFPT,54619055,54610320,54619055,19,-1,ENSG00000105619,False,,276.72857142857146,28196.69337474119,0.5340357732829374,False,65,4.820147,1.7613255,7.14285714285714,337.4103,5.8242593,0.40499846917699267
PRPF31,1256.888888888889,57.059999999999995,PRPF31,54618837,54618837,54635140,19,1,ENSG00000105618,False,,32.48571428571429,4456.4273291925465,0.9450381895442971,False,27,1.2463785,0.8093194,61.42857142857143,87.2465,4.480134,0.648213930203398
LENG1,1542.0,56.01,LENG1,54663620,54658899,54663620,19,-1,ENSG00000105617,False,,97.78571428571429,13564.547619047618,0.8101613992637478,False,46,2.43625,1.2343807,34.285714285714285,170.53749,5.1448016,0.17942545579189395
MBOAT7,1415.5714285714287,55.059999999999995,MBOAT7,54693294,54677107,54693733,19,-1,ENSG00000125505,True,1913.0,8.742857142857142,1300.4256728778469,1.411823436464671,False,9,0.376591,0.31961015,87.14285714285714,26.36137,3.309132,0.468405754710556
TSEN34,1369.857142857143,59.77999999999999,TSEN34,54693789,54693789,54697585,19,1,ENSG00000170892,True,3631.0,21.857142857142858,3552.0952380952385,1.2097017910456769,False,16,0.74563307,0.5571173,77.14285714285715,52.194313,3.9739516,0.27920678129790505
RPS9,1051.1666666666667,51.79,RPS9,54704610,54704610,54752862,19,1,ENSG00000170889,True,3620.0,340.7142857142857,81535.88819875778,1.2105006953011863,False,67,4.8231845,1.7618473,4.285714285714281,337.62292,5.8248873,0.01564475253876111
LAIR1,986.2916666666666,49.710000000000015,LAIR1,54882165,54865362,54882165,19,-1,ENSG00000167613,True,3340.0,87.1,18300.468115942032,1.238164343478366,False,39,2.1519194,1.1480116,44.285714285714285,150.63435,5.021472,0.2259664178846494
LENG8,2015.888888888889,58.989999999999995,LENG8,54960065,54960065,54973217,19,1,ENSG00000167615,False,,29.8,2427.814492753623,0.5705333618556777,False,32,1.2546177,0.8129804,54.28571428571429,87.82324,4.4866486,0.18673267340852098
